Ensembl	Uniprot	Reliability_IF	Subcellular location
ENSG00000100578	Q9BVV6	Approved	Nucleoplasm,Cytosol
ENSG00000198920	Q2KHM9	Approved	Centrosome,Cytosol
ENSG00000164542	Q8NCT3	Approved	Nucleoplasm,Plasma membrane,Cell Junctions,Cytosol
ENSG00000196123	Q68EN5	Approved	Nucleoplasm,Vesicles
ENSG00000100364	Q6ICG6	Approved	Nucleoplasm,Nuclear membrane,Mitochondria
ENSG00000138688	Q2LD37	Approved	Nucleoplasm,Centrosome
ENSG00000163807	Q96AT1	Enhanced	Nucleoplasm,Cytokinetic bridge
ENSG00000122203	Q96A73	Approved	Nucleoplasm
ENSG00000250423	Q9ULL0	Approved	Golgi apparatus,Vesicles
ENSG00000120549	Q5T5P2	Approved	Nucleoplasm,Cytosol
ENSG00000150477	Q86T90	Approved	Nuclear speckles,Vesicles,Lipid droplets
ENSG00000162522	Q9P206	Supported	Nucleoplasm,Plasma membrane,Cell Junctions
ENSG00000122778	Q9HCM3	Approved	Nuclear membrane,Intermediate filaments
ENSG00000110427	Q6ZVL6	Approved	Nucleoplasm,Vesicles
ENSG00000168116	Q9HCI6	Approved	Nucleoplasm,Nuclear membrane
ENSG00000135835	Q5VZ46	Approved	Nuclear membrane,Vesicles
ENSG00000197077	Q9BY89	Approved	Microtubules
ENSG00000149633	Q5JYT7	Approved	Nucleoli,Golgi apparatus,Vesicles
ENSG00000162929	Q6NSI8	Approved	Nucleoplasm,Nucleoli
ENSG00000165185	Q8N8K9	Approved	Plasma membrane,Cytosol
ENSG00000116685	Q8IYS2	Approved	Golgi apparatus,Cytosol
ENSG00000183354	Q5HYC2	Approved	Nucleoplasm,Vesicles,Cytosol
ENSG00000134313	Q9ULH0	Approved	Nucleoplasm
ENSG00000138160	P52732	Supported	Mitotic spindle,Cytosol
ENSG00000136883	Q96FN5	Uncertain	Golgi apparatus,Plasma membrane
ENSG00000118193	Q15058	Supported	Midbody ring,Cytosol
ENSG00000089177	Q96L93	Uncertain	Mitochondria
ENSG00000117245	Q9P2E2	Approved	Nucleoplasm,Plasma membrane
ENSG00000121621	Q8NI77	Supported	Microtubules,Cytokinetic bridge
ENSG00000186185	Q86Y91	Supported	Nucleoplasm,Nuclear bodies,Microtubule ends,Cytosol
ENSG00000196169	Q2TAC6	Approved	Plasma membrane,Actin filaments,Centrosome
ENSG00000130294	Q12756	Approved	Centriolar satellite,Cytosol
ENSG00000054523	O60333	Approved	Nucleoli fibrillar center,Microtubules
ENSG00000112984	O95235	Uncertain	Nucleoplasm,Cytokinetic bridge
ENSG00000138182	Q96Q89	Supported	Nucleoplasm,Cytokinetic bridge,Midbody,Cytosol
ENSG00000139116	Q7Z4S6	Enhanced	Plasma membrane,Cytosol
ENSG00000116852	O75037	Approved	Plasma membrane,Mitotic spindle,Cytosol
ENSG00000079616	Q14807	Supported	Nuclear speckles
ENSG00000137807	Q02241	Enhanced	Nucleoplasm,Midbody ring,Mitotic spindle
ENSG00000066735	Q9ULI4	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000162849	Q2KJY2	Approved	Plasma membrane,Microtubules
ENSG00000068796	O00139	Enhanced	Nucleoplasm,Nucleoli,Centrosome
ENSG00000141200	Q8N4N8	Supported	Nucleoli,Microtubules,Cytokinetic bridge,Mitotic spindle
ENSG00000142945	Q99661	Supported	Nucleoplasm,Midbody,Centrosome
ENSG00000131437	Q9Y496	Approved	Nucleoplasm,Intermediate filaments,Cytosol
ENSG00000084731	O14782	Approved	Nuclear membrane,Nuclear bodies,Intermediate filaments
ENSG00000090889	O95239	Supported	Nucleoplasm,Midbody
ENSG00000226650	Q2VIQ3	Uncertain	Nucleoplasm,Midbody
ENSG00000155980	Q12840	Approved	Nucleoplasm,Mitotic spindle,Cytosol
ENSG00000170759	P33176	Enhanced	Centriolar satellite,Cytosol
ENSG00000168280	O60282	Approved	Vesicles
ENSG00000164627	Q6ZMV9	Approved	Centrosome
ENSG00000075945	Q92845	Approved	Microtubules
ENSG00000237649	Q9BW19	Approved	Centrosome
ENSG00000167702	Q96AC6	Approved	Nucleoplasm,Cytosol
ENSG00000151657	O60870	Enhanced	Nucleoplasm
ENSG00000126259	Q6UWL6	Supported	Centriolar satellite
ENSG00000170498	Q15726	Approved	Vesicles
ENSG00000116014	Q969F8	Supported	Vesicles,Plasma membrane
ENSG00000157404	P10721	Supported	Plasma membrane
ENSG00000049130	P21583	Approved	Vesicles
ENSG00000126214	Q07866	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000174996	Q9H0B6	Supported	Nucleoplasm,Plasma membrane,Mitochondria,Cytosol
ENSG00000104892	Q6P597	Approved	Nucleoplasm,Actin filaments,Cytosol
ENSG00000137171	Q9NSK0	Approved	Mitochondria,Cytosol
ENSG00000105610	Q13351	Supported	Nucleoplasm
ENSG00000172059	O14901	Supported	Nucleoplasm,Nuclear bodies,Focal adhesion sites,Cytosol
ENSG00000118922	Q9Y4X4	Approved	Nucleoplasm,Cytosol
ENSG00000163884	Q9UIH9	Supported	Nucleoplasm,Nuclear speckles,Vesicles
ENSG00000129911	Q9BXK1	Supported	Nucleoplasm
ENSG00000127528	Q9Y5W3	Approved	Nucleoplasm
ENSG00000109787	P57682	Enhanced	Nucleoplasm
ENSG00000136826	O43474	Supported	Nucleoplasm,Cytosol
ENSG00000102554	Q13887	Supported	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000067082	Q99612	Supported	Nucleoplasm,Nucleoli,Vesicles,Cytosol
ENSG00000118263	O75840	Supported	Nucleoplasm,Cytosol
ENSG00000102349	O95600	Supported	Nucleoplasm
ENSG00000119138	Q13886	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000197776	Q8N7A1	Supported	Cytosol
ENSG00000128607	Q6PID8	Approved	Nucleoplasm
ENSG00000165516	Q9Y2U9	Supported	Nucleoplasm,Nuclear membrane,Nuclear bodies
ENSG00000124702	Q9BQ90	Enhanced	Nucleoplasm
ENSG00000104731	Q8TBB5	Approved	Nucleoli,Mitotic chromosome
ENSG00000179023	Q5VTJ3	Approved	Nuclear speckles
ENSG00000130487	Q96G42	Approved	Plasma membrane
ENSG00000185909	Q8IXV7	Enhanced	Cytosol
ENSG00000162755	Q8NEP7	Approved	Nucleoplasm,Nucleoli,Nucleoli rim,Mitotic chromosome
ENSG00000178502	Q9NVR0	Approved	Nucleoplasm,Nuclear membrane
ENSG00000117153	Q53G59	Supported	Vesicles,Centriolar satellite
ENSG00000003096	Q9P2N7	Approved	Cytosol
ENSG00000197705	Q9P2G3	Supported	Actin filaments,Cytosol
ENSG00000174010	Q96M94	Approved	Aggresome,Cytosol
ENSG00000187961	Q6TDP4	Uncertain	Nucleoplasm,Nuclear bodies
ENSG00000114648	O94889	Approved	Nucleoplasm,Nuclear bodies
ENSG00000109466	O95198	Uncertain	Nucleoplasm,Vesicles
ENSG00000076321	Q9Y2M5	Supported	Golgi apparatus,Cytosol
ENSG00000162413	Q9UJP4	Supported	Centrosome
ENSG00000099910	Q53GT1	Supported	Vesicles,Microtubules,Cytokinetic bridge,Mitotic spindle
ENSG00000213160	Q8NBE8	Approved	Nucleoplasm,Actin filaments
ENSG00000183655	Q9H0H3	Approved	Nucleoplasm,Cytosol
ENSG00000179454	Q9NXS3	Approved	Cytosol
ENSG00000119771	Q96CT2	Approved	Mitochondria,Cytosol
ENSG00000168427	Q0D2K2	Approved	Centriolar satellite
ENSG00000149243	Q6PF15	Approved	Nucleoplasm,Nucleoli fibrillar center,Centrosome
ENSG00000135686	Q8N4N3	Approved	Cytosol
ENSG00000175946	Q2WGJ6	Approved	Nucleoplasm,Cytosol
ENSG00000102271	Q9C0H6	Supported	Microtubules,Centriolar satellite
ENSG00000239474	O60662	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000172578	Q8WZ60	Approved	Plasma membrane,Microtubules,Mitotic spindle,Centriolar satellite
ENSG00000122550	Q8IXQ5	Enhanced	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000145332	Q9P2G9	Enhanced	Nucleoplasm
ENSG00000198642	Q9P2J3	Approved	Cytosol
ENSG00000167755	Q92876	Supported	Nucleoplasm,Nuclear membrane,Cytokinetic bridge
ENSG00000169035	P49862	Supported	Nuclear membrane,Plasma membrane
ENSG00000129455	O60259	Approved	Vesicles
ENSG00000227268	B2CW77	Supported	Nucleoplasm,Nucleoli
ENSG00000111796	Q12918	Uncertain	Nucleoplasm,Cytosol
ENSG00000134545	P26715	Approved	Plasma membrane
ENSG00000205809	P26717	Approved	Plasma membrane
ENSG00000205810	Q07444	Uncertain	Vesicles
ENSG00000150045	Q9NZS2	Approved	Plasma membrane
ENSG00000139187	Q96E93	Enhanced	Vesicles
ENSG00000188883	A4D1S0	Uncertain	Nucleoplasm
ENSG00000213809	P26718	Supported	Plasma membrane
ENSG00000118058	Q03164	Supported	Nucleoplasm,Cytosol
ENSG00000272333	Q9UMN6	Approved	Nucleoplasm,Cytosol
ENSG00000055609	Q8NEZ4	Approved	Nucleoplasm
ENSG00000167548	O14686	Approved	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000005483	Q8IZD2	Supported	Nucleoplasm,Nuclear bodies
ENSG00000183955	Q9NQR1	Supported	Nucleoplasm,Cytosol
ENSG00000110066	Q4FZB7	Supported	Nucleoplasm
ENSG00000133247	Q86Y97	Supported	Nucleoplasm
ENSG00000171798	Q76NI1	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000137812	Q8NG31	Enhanced	Nucleoplasm,Nuclear bodies
ENSG00000103550	Q1ED39	Enhanced	Nucleoli,Nucleoli rim,Cytosol
ENSG00000128944	Q9Y448	Enhanced	Plasma membrane,Mitotic spindle,Centriolar satellite
ENSG00000184445	P50748	Supported	Plasma membrane,Cytosol
ENSG00000114030	P52294	Enhanced	Nucleoplasm,Cytosol
ENSG00000182481	P52292	Enhanced	Nucleoplasm,Cytosol
ENSG00000102753	O00505	Approved	Nucleoplasm,Cytosol
ENSG00000186432	O00629	Enhanced	Nucleoplasm
ENSG00000196911	O15131	Supported	Cytosol
ENSG00000025800	O60684	Approved	Nucleoplasm,Cytosol
ENSG00000108424	Q14974	Enhanced	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000118162	Q9Y664	Approved	Nucleoplasm,Vesicles,Plasma membrane
ENSG00000133619	A5PL33	Approved	Nucleoplasm,Cytosol
ENSG00000184619	Q6ZNG9	Approved	Nucleoplasm
ENSG00000240747	C9JBD0	Approved	Nucleoplasm,Golgi apparatus
ENSG00000147121	Q5JUW0	Approved	Nucleoplasm
ENSG00000172086	Q9NPI7	Approved	Nucleoli,Cytosol
ENSG00000183762	Q96MU8	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000131650	Q8NCW0	Approved	Nucleoli
ENSG00000129347	Q8N9T8	Enhanced	Nucleoli
ENSG00000001631	O00522	Uncertain	Vesicles
ENSG00000111615	Q13601	Enhanced	Nucleoplasm,Nucleoli,Nucleoli rim,Mitotic chromosome
ENSG00000171401	P13646	Enhanced	Intermediate filaments
ENSG00000186847	P02533	Enhanced	Intermediate filaments
ENSG00000171346	P19012	Supported	Nucleoplasm,Intermediate filaments
ENSG00000186832	P08779	Approved	Intermediate filaments
ENSG00000128422	Q04695	Enhanced	Intermediate filaments
ENSG00000111057	P05783	Supported	Cytosol
ENSG00000171345	P08727	Supported	Intermediate filaments
ENSG00000172867	P35908	Approved	Golgi apparatus,Intermediate filaments,Cytosol
ENSG00000171431	P35900	Supported	Cytosol
ENSG00000213424	Q8N1A0	Approved	Vesicles,Lipid droplets
ENSG00000108244	Q9C075	Approved	Intermediate filaments,Cytosol
ENSG00000167916	Q2M2I5	Approved	Intermediate filaments,Cytosol
ENSG00000204897	Q7Z3Z0	Approved	Vesicles
ENSG00000131737	O76011	Approved	Nucleoplasm,Vesicles
ENSG00000197079	Q92764	Approved	Intermediate filaments
ENSG00000170477	P19013	Supported	Intermediate filaments
ENSG00000186081	P13647	Approved	Intermediate filaments
ENSG00000205420	P02538	Enhanced	Intermediate filaments
ENSG00000185479	P04259	Approved	Intermediate filaments
ENSG00000170465	P48668	Approved	Intermediate filaments
ENSG00000135480	P08729	Approved	Intermediate filaments,Cytosol
ENSG00000170484	Q7RTS7	Approved	Nucleoli,Intermediate filaments,Cytosol
ENSG00000170454	O95678	Approved	Plasma membrane,Cytosol
ENSG00000189182	Q7Z794	Approved	Nuclear membrane,Plasma membrane
ENSG00000185640	Q5XKE5	Approved	Nucleoplasm,Nuclear membrane,Cytosol
ENSG00000170421	P05787	Supported	Intermediate filaments
ENSG00000167767	Q6KB66	Enhanced	Intermediate filaments
ENSG00000170442	O43790	Approved	Cytosol
ENSG00000232263	Q3LHN0	Approved	Nuclear membrane,Plasma membrane,Cytosol
ENSG00000157992	Q53RY4	Approved	Nucleoplasm,Cytosol
ENSG00000141068	Q8IVT5	Supported	Vesicles,Cytosol
ENSG00000198841	Q96EK9	Approved	Nuclear speckles,Cytoplasmic bodies
ENSG00000126777	Q86UP2	Enhanced	Endoplasmic reticulum
ENSG00000105700	Q9BQD3	Approved	Nucleoli fibrillar center,Centrosome,Cytosol
ENSG00000174611	Q8NBH2	Approved	Nucleoplasm
ENSG00000171097	Q16773	Supported	Cytosol
ENSG00000137944	Q6YP21	Approved	Nucleoli,Cytokinetic bridge,Cytosol
ENSG00000115919	Q16719	Supported	Nucleoplasm,Cytosol
ENSG00000198910	P32004	Approved	Nucleoplasm,Plasma membrane
ENSG00000240563	Q5T7N2	Enhanced	Vesicles
ENSG00000087299	Q9H9P8	Enhanced	Mitochondria
ENSG00000126790	Q96EM0	Uncertain	Vesicles
ENSG00000185513	Q9Y468	Supported	Nucleoplasm,Nuclear bodies,Midbody ring
ENSG00000100395	Q969R5	Approved	Nucleoplasm
ENSG00000198945	Q96JM7	Supported	Nucleoplasm,Nucleoli,Nucleoli rim
ENSG00000154655	Q8NA19	Approved	Nucleoplasm,Vesicles
ENSG00000103642	P83111	Supported	Mitochondria
ENSG00000147592	Q53H82	Supported	Nucleoplasm,Golgi apparatus,Cytosol
ENSG00000215906	A8MY62	Approved	Nuclear bodies
ENSG00000159166	O00515	Enhanced	Actin filaments
ENSG00000196976	Q14657	Supported	Nucleoplasm,Nuclear bodies
ENSG00000167613	Q6GTX8	Supported	Plasma membrane
ENSG00000053747	Q16787	Approved	Endoplasmic reticulum
ENSG00000112769	Q16363	Approved	Plasma membrane,Cytosol
ENSG00000130702	O15230	Approved	Vesicles
ENSG00000172037	P55268	Approved	Vesicles,Cytosol
ENSG00000196878	Q13751	Approved	Vesicles
ENSG00000135862	P11047	Approved	Endoplasmic reticulum,Plasma membrane
ENSG00000058085	Q13753	Uncertain	Endoplasmic reticulum,Golgi apparatus
ENSG00000005893	P13473	Supported	Vesicles
ENSG00000078081	Q9UQV4	Enhanced	Vesicles
ENSG00000125869	Q9UJQ1	Uncertain	Mitotic spindle,Centriolar satellite,Cytosol
ENSG00000149357	Q6IAA8	Supported	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000116586	Q9Y2Q5	Approved	Nucleoplasm,Vesicles
ENSG00000188186	Q0VGL1	Supported	Vesicles
ENSG00000134248	O43504	Supported	Cytosol
ENSG00000115365	O43813	Uncertain	Microtubules
ENSG00000132434	Q9NS86	Supported	Nucleoplasm,Cytosol
ENSG00000147036	Q6ZV70	Approved	Mitochondria
ENSG00000002549	P28838	Supported	Nucleoplasm,Midbody,Cytosol
ENSG00000068697	Q15012	Approved	Golgi apparatus,Vesicles,Plasma membrane
ENSG00000104341	Q86VI4	Approved	Golgi apparatus
ENSG00000162511	Q13571	Approved	Cytosol
ENSG00000155506	Q6PKG0	Supported	Nucleoplasm,Endoplasmic reticulum,Cytosol
ENSG00000138709	Q659C4	Approved	Cytosol
ENSG00000161813	Q71RC2	Enhanced	Nucleoli fibrillar center,Cytosol
ENSG00000107929	Q92615	Enhanced	Cytosol
ENSG00000166173	Q9BRS8	Approved	Microtubules,Cytokinetic bridge
ENSG00000174720	Q4G0J3	Supported	Nucleoplasm,Cytosol
ENSG00000133706	Q9P2J5	Approved	Nuclear bodies,Cytosol
ENSG00000011376	Q15031	Supported	Nucleoplasm,Mitochondria
ENSG00000001497	Q9Y4W2	Approved	Nucleoplasm,Centriolar satellite,Cytosol
ENSG00000002834	Q14847	Supported	Plasma membrane,Focal adhesion sites,Cytosol
ENSG00000213658	O43561	Supported	Golgi apparatus,Plasma membrane
ENSG00000086730	Q9GZY6	Supported	Plasma membrane
ENSG00000150457	Q9NRM7	Supported	Centriolar satellite,Cytosol
ENSG00000122188	Q8IWV1	Enhanced	Golgi apparatus,Plasma membrane,Cytosol
ENSG00000204381	Q6UX15	Approved	Cytosol
ENSG00000213626	Q53QV2	Approved	Vesicles
ENSG00000162194	Q9BQE6	Approved	Nucleoplasm,Cytosol
ENSG00000143815	Q14739	Supported	Nuclear membrane
ENSG00000138136	P52954	Approved	Nucleoplasm,Nucleoli,Nuclear bodies,Cytosol
ENSG00000179528	Q6XYB7	Approved	Nucleoplasm,Midbody
ENSG00000157578	O95447	Uncertain	Nucleoplasm,Cytosol
ENSG00000213398	P04180	Approved	Nucleoplasm
ENSG00000182866	P06239	Approved	Golgi apparatus
ENSG00000172954	Q6UWP7	Supported	Endoplasmic reticulum,Cytosol
ENSG00000205629	Q9UIC8	Approved	Nucleoplasm,Cytosol
ENSG00000168806	O60294	Approved	Cytosol
ENSG00000148346	P80188	Supported	Endoplasmic reticulum
ENSG00000196233	Q96JN0	Enhanced	Nucleoplasm
ENSG00000178177	Q8N3X6	Approved	Nucleoplasm,Nuclear membrane
ENSG00000136167	P13796	Approved	Plasma membrane,Actin filaments,Cytosol
ENSG00000188501	Q6UWM7	Approved	Endoplasmic reticulum,Plasma membrane
ENSG00000198728	Q86U70	Approved	Nucleoplasm
ENSG00000169744	O43679	Supported	Nucleoplasm,Nucleoli,Plasma membrane
ENSG00000122367	O75112	Supported	Nucleoplasm,Focal adhesion sites,Cytosol
ENSG00000134333	P00338	Supported	Vesicles,Cytosol
ENSG00000111716	P07195	Supported	Cytosol
ENSG00000166816	Q86WU2	Approved	Cytosol
ENSG00000203985	Q5T700	Uncertain	Nucleoplasm,Golgi apparatus
ENSG00000179241	Q86YD5	Approved	Cell Junctions
ENSG00000168675	O15165	Supported	Vesicles
ENSG00000157978	Q5SW96	Approved	Microtubules
ENSG00000182195	O95751	Supported	Nucleoplasm,Nucleoli
ENSG00000145826	O14960	Supported	Vesicles,Cytosol
ENSG00000138795	Q9UJU2	Approved	Nucleoplasm
ENSG00000197980		Approved	Nucleoplasm,Nucleoli
ENSG00000186007	Q68G75	Approved	Nucleoli,Cytosol
ENSG00000161904	Q8NC56	Supported	Nuclear membrane
ENSG00000174106	Q9Y2U8	Supported	Nuclear membrane
ENSG00000105617	Q96BZ8	Approved	Nucleoplasm,Plasma membrane
ENSG00000167615	Q96PV6	Approved	Nucleoplasm,Cytosol
ENSG00000275183		Approved	Nucleoli fibrillar center
ENSG00000166477	Q8WVC0	Enhanced	Nucleoplasm,Nucleoli fibrillar center,Centrosome
ENSG00000213625	O15243	Approved	Centrosome
ENSG00000168924	O95202	Supported	Mitochondria
ENSG00000165046	Q2VYF4	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000050426	Q6P1Q0	Supported	Nucleoplasm,Nucleoli,Mitochondria
ENSG00000213921	A8MZ59	Approved	Nucleoplasm,Nucleoli
ENSG00000106003	Q8NES3	Approved	Nuclear membrane,Golgi apparatus
ENSG00000100097	P09382	Approved	Nucleoplasm,Cytosol
ENSG00000133317	Q96DT0	Approved	Cytosol
ENSG00000105198	Q9UHV8	Supported	Nucleoplasm
ENSG00000006659	Q8TCE9	Supported	Nucleoplasm
ENSG00000100079	P05162	Approved	Nucleoplasm,Mitochondria
ENSG00000131981	P17931	Supported	Nucleoplasm,Plasma membrane,Cytosol
ENSG00000171747	P56470	Uncertain	Plasma membrane
ENSG00000116977	O00214	Approved	Plasma membrane
ENSG00000168961	O00182	Approved	Cytosol
ENSG00000170298	Q3B8N2	Uncertain	Cytosol
ENSG00000171916	Q6DKI2	Approved	Cytosol
ENSG00000119862	Q3ZCW2	Approved	Nucleoplasm
ENSG00000153012	Q8N0V4	Uncertain	Centrosome
ENSG00000168481	Q8N145	Approved	Cytosol
ENSG00000153902	Q8N135	Approved	Golgi apparatus
ENSG00000100600	Q99538	Approved	Nucleoplasm,Vesicles
ENSG00000205213	Q9BXB1	Approved	Centriolar satellite
ENSG00000139292	O75473	Approved	Nucleoplasm,Golgi apparatus
ENSG00000133067	Q9HBX8	Approved	Nucleoplasm,Plasma membrane
ENSG00000146166	Q5TDP6	Approved	Nucleoplasm,Vesicles
ENSG00000104826	P01229	Approved	Cytosol
ENSG00000145685	Q6ZUX7	Approved	Nuclear bodies,Vesicles,Plasma membrane
ENSG00000187416	Q86UP9	Approved	Vesicles
ENSG00000156959	Q7Z7J7	Approved	Nucleoplasm,Golgi apparatus
ENSG00000197753	Q8TAF8	Approved	Vesicles
ENSG00000183722	Q9Y693	Approved	Nucleoli
ENSG00000107902	Q9H008	Supported	Nuclear speckles,Cytosol
ENSG00000273706	P48742	Supported	Nucleoplasm,Nuclear membrane,Golgi apparatus
ENSG00000106689	P50458	Approved	Nucleoplasm
ENSG00000121454	Q969G2	Approved	Nuclear speckles
ENSG00000089116	Q9H2C1	Approved	Nucleoplasm,Nuclear bodies,Cytosol
ENSG00000106852	Q9UPM6	Uncertain	Nucleoli fibrillar center,Plasma membrane
ENSG00000162624	Q68G74	Approved	Nucleoplasm,Nucleoli,Cytosol
ENSG00000143355	Q9NQ69	Approved	Nucleoplasm
ENSG00000121897	O43766	Approved	Nucleoplasm,Mitochondria
ENSG00000128342	P15018	Supported	Cytosol
ENSG00000105486	P18858	Supported	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000005156	P49916	Supported	Nucleoplasm
ENSG00000174405	P49917	Supported	Nucleoplasm,Cytoplasmic bodies
ENSG00000244482	Q6PI73	Approved	Plasma membrane,Cytosol
ENSG00000204577	O75022	Approved	Plasma membrane,Cytosol
ENSG00000050405	Q9UHB6	Enhanced	Plasma membrane,Actin filaments,Focal adhesion sites,Cytosol
ENSG00000064042	Q9UPQ0	Approved	Actin filaments
ENSG00000144791	Q9UGP4	Supported	Nucleoplasm,Focal adhesion sites
ENSG00000136490	Q9BT23	Supported	Nucleoplasm,Cytosol
ENSG00000106683	P53667	Supported	Nuclear speckles,Cytosol
ENSG00000182541	P53671	Supported	Nucleoplasm,Cytosol
ENSG00000169756	P48059	Approved	Focal adhesion sites,Cytosol
ENSG00000072163	Q7Z4I7	Supported	Focal adhesion sites
ENSG00000256977	P0CW19	Approved	Focal adhesion sites,Cytosol
ENSG00000256671	P0CW20	Uncertain	Focal adhesion sites,Cytosol
ENSG00000131914	Q9H9Z2	Supported	Nucleoli,Cytosol,Rods & Rings
ENSG00000187772	Q6ZN17	Supported	Nucleoplasm,Nucleoli,Cytosol
ENSG00000267796	Q96GY3	Supported	Nucleoplasm
ENSG00000205659	Q52LA3	Approved	Nuclear speckles
ENSG00000183814	Q5TKA1	Supported	Nucleoplasm
ENSG00000205704		Approved	Nuclear speckles,Cytosol
ENSG00000280709		Approved	Centrosome
ENSG00000169783	Q96FE5	Supported	Plasma membrane
ENSG00000220008	P0C6S8	Approved	Mitochondria
ENSG00000213171	Q6UY18	Uncertain	Golgi apparatus,Vesicles
ENSG00000140471	Q8NG48	Approved	Nucleoplasm
ENSG00000107798	P38571	Supported	Nucleoplasm,Nucleoli fibrillar center,Vesicles,Cytosol
ENSG00000079435	Q05469	Supported	Cytosol
ENSG00000188992	Q6XZB0	Supported	Plasma membrane
ENSG00000204022	Q5W064	Approved	Plasma membrane
ENSG00000173239	Q5VYY2	Approved	Endoplasmic reticulum
ENSG00000189067	Q99732	Supported	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000145721	Q8N485	Approved	Vesicles,Cytokinetic bridge,Cytosol
ENSG00000271601	Q8IVB5	Approved	Cytosol
ENSG00000171695	Q8TD35	Approved	Nucleoplasm
ENSG00000073350	Q6P1M3	Supported	Vesicles,Cytosol
ENSG00000139233	Q9BRT6	Enhanced	Nucleoli,Mitotic chromosome
ENSG00000074695	P49257	Supported	Endoplasmic reticulum,Vesicles
ENSG00000105983	Q8WVP7	Approved	Cytosol
ENSG00000168216	Q9NUN5	Supported	Vesicles
ENSG00000164187	Q68DH5	Approved	Nucleoplasm,Cytosol
ENSG00000071282	Q9NZU5	Supported	Nucleoplasm,Plasma membrane,Cell Junctions,Cytosol
ENSG00000100258	Q9BU23	Approved	Centrosome
ENSG00000185621	Q96KR4	Supported	Focal adhesion sites,Cytosol
ENSG00000160789	P02545	Supported	Nuclear speckles
ENSG00000113368	P20700	Supported	Nuclear membrane
ENSG00000176619	Q03252	Supported	Nuclear membrane
ENSG00000152936	Q8N9Z9	Approved	Nucleoplasm,Centrosome
ENSG00000185522	Q8IXW0	Approved	Cytoplasmic bodies
ENSG00000135363	P25791	Enhanced	Nucleoplasm
ENSG00000143013	P61968	Supported	Nucleoplasm,Midbody ring
ENSG00000136153	Q8WWI1	Supported	Actin filaments,Cytosol
ENSG00000163431	P29536	Approved	Cytosol
ENSG00000170807	Q6P5Q4	Uncertain	Plasma membrane,Actin filaments,Cytosol
ENSG00000164715	Q8IWU2	Approved	Nuclear speckles,Plasma membrane,Centriolar satellite,Cytosol
ENSG00000142235	Q96Q04	Uncertain	Nucleoplasm,Cell Junctions
ENSG00000162761	Q8TE12	Approved	Nucleoplasm,Golgi apparatus,Vesicles
ENSG00000136944	O60663	Approved	Nucleoplasm
ENSG00000206535	A1A4G5	Approved	Nuclear speckles,Vesicles,Cytosol
ENSG00000144320	Q9C0E8	Supported	Nucleoplasm,Endoplasmic reticulum
ENSG00000072201	Q8TBB1	Supported	Cell Junctions,Cytosol
ENSG00000139517	Q8N448	Approved	Vesicles,Plasma membrane,Cytosol
ENSG00000196365	P36776	Enhanced	Nucleoplasm,Mitochondria
ENSG00000154359	Q17RB8	Approved	Plasma membrane,Centrosome,Cytosol
ENSG00000170500	Q1L5Z9	Approved	Nucleoplasm
ENSG00000175556	Q496Y0	Approved	Nucleoplasm,Plasma membrane
ENSG00000113083	P28300	Approved	Endoplasmic reticulum
ENSG00000167210	Q8IVV2	Approved	Plasma membrane
ENSG00000129038	Q08397	Approved	Endoplasmic reticulum
ENSG00000134013	Q9Y4K0	Enhanced	Nucleoplasm
ENSG00000138131	Q96JB6	Approved	Vesicles
ENSG00000198121	Q92633	Approved	Nuclear speckles,Plasma membrane
ENSG00000171517	Q9UBY5	Supported	Plasma membrane
ENSG00000147145	Q99677	Supported	Nuclear bodies,Vesicles,Plasma membrane
ENSG00000153395	Q8NF37	Supported	Endoplasmic reticulum,Lipid droplets
