mets,name,issue,model_formula,model_charge,smiles_formula,smiles_charge,metSmiles
MAM01597m,CoA,protonation,C21H32N7O16P3S,-4,C21H36N7O16P3S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01597n,CoA,protonation,C21H32N7O16P3S,-4,C21H36N7O16P3S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01597x,CoA,protonation,C21H32N7O16P3S,-4,C21H36N7O16P3S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01597r,CoA,protonation,C21H32N7O16P3S,-4,C21H36N7O16P3S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01618c,cPMP,protonation,C10H13N5O8P,-1,C10H14N5O8P,0,Nc1nc2c(c(=O)[nH]1)N[C@@H]1[C@H](N2)O[C@@H]2COP(=O)(O)O[C@@H]2C1(O)O
MAM01655c,dehydroascorbic acid,protonation,C6H5O6,-1,C6H6O6,0,O=C1OC(C(O)CO)C(=O)C1=O
MAM01655e,dehydroascorbic acid,protonation,C6H5O6,-1,C6H6O6,0,O=C1OC(C(O)CO)C(=O)C1=O
MAM01657c,dehydrodolichol-diphosphate,formula_error,C100H161O7P2,-3,C25H44O7P2,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
MAM01658c,dehydrodolichol-phosphate,formula_error,C100H161O4P,-2,C25H43O4P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O
MAM01661c,dehydrospermidine,protonation,C7H20N3,3,C7H17N3,0,NCCCC=NCCCN
MAM01674c,dephospho-CoA,protonation,C21H33N7O13P2S,-2,C21H35N7O13P2S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01674l,dephospho-CoA,protonation,C21H33N7O13P2S,-2,C21H35N7O13P2S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01674m,dephospho-CoA,protonation,C21H33N7O13P2S,-2,C21H35N7O13P2S,0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
MAM01700c,dihydrofolate,protonation,C19H19N7O6,-2,C19H21N7O6,0,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM01700l,dihydrofolate,protonation,C19H19N7O6,-2,C19H21N7O6,0,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM01700m,dihydrofolate,protonation,C19H19N7O6,-2,C19H21N7O6,0,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM01700e,dihydrofolate,protonation,C19H19N7O6,-2,C19H21N7O6,0,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
MAM01730c,dolichol,formula_error,C100H164O,0,C25H44O,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCO
MAM01730r,dolichol,formula_error,C100H164O,0,C25H44O,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCO
MAM01730e,dolichol,formula_error,C100H164O,0,C25H44O,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCO
MAM01731r,dolichyl-D-glucosyl-phosphate,formula_error,C106H174O9P,-1,C31H55O9P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
MAM01732c,dolichyl-diphosphate,formula_error,C100H163O7P2,-3,C25H46O7P2,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)OP(=O)(O)O
MAM01732r,dolichyl-diphosphate,formula_error,C100H163O7P2,-3,C25H46O7P2,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)OP(=O)(O)O
MAM01733c,dolichyl-phosphate,formula_error,C100H163O4P,-2,C25H45O4P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O
MAM01733r,dolichyl-phosphate,formula_error,C100H163O4P,-2,C25H45O4P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O
MAM01734c,dolichyl-phosphate-D-mannose,formula_error,C106H174O9P,-1,C31H55O9P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
MAM01734r,dolichyl-phosphate-D-mannose,formula_error,C106H174O9P,-1,C31H55O9P,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
MAM01735c,dopachrome-O-semiquinone,protonation,C9H6NO4,-2,C9H9NO4,0,O=C(O)[C@H]1Cc2cc(O)c(O)cc2N1
MAM01829g,fn2m2masn,formula_error,C56H93N4O39X,0,C60H100N6O42,0,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](OC[C@H]3O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O[C@@H]5[C@@H](CO[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)O[C@@H](NC(=O)C[C@H](N)C(=O)O)[C@H](NC(C)=O)[C@H]5O)[C@H](NC(C)=O)[C@H]4O)[C@@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
MAM01866c,G00006,formula_error,C146H240N2O42P2,-2,C71H122N2O42P2,0,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O
MAM01866r,G00006,formula_error,C146H240N2O42P2,-2,C71H122N2O42P2,0,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O
MAM01867r,G00007,formula_error,C170H280N2O62P2,-2,C95H160N2O62P2-2,-2,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O
MAM01966c,"glucose-1,6-bisphosphate",protonation,C6H11O12P2,-3,C6H14O12P2,0,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O
MAM01966e,"glucose-1,6-bisphosphate",protonation,C6H11O12P2,-3,C6H14O12P2,0,O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O
MAM01978c,glutathione episulfonium ion,protonation,C12H18N3O6S,-1,C12H20N3O6S+,1,N[C@@H](CCC(=O)N[C@@H](C[S+]1CC1)C(=O)NCC(=O)O)C(=O)O
MAM01995c,glycogenin G8,formula_error,C1827H2805N455O568S14,0,C6H11O5,0,OC[C@H]1O[CH][C@H](O)[C@@H](O)[C@@H]1O
MAM02027c,GSSG,protonation,C20H30N6O12S2,-2,C20H32N6O12S2,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
MAM02027m,GSSG,protonation,C20H30N6O12S2,-2,C20H32N6O12S2,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
MAM02027r,GSSG,protonation,C20H30N6O12S2,-2,C20H32N6O12S2,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
MAM02027e,GSSG,protonation,C20H30N6O12S2,-2,C20H32N6O12S2,0,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
MAM02042c,H2S,protonation,HS,-1,H2S,0,S
MAM02042e,H2S,protonation,HS,-1,H2S,0,S
MAM02043c,H2S2O3,protonation,HO3S2,-1,H2O3S2,0,O=S(=O)(O)S
MAM02104c,heptaglutamyl-folate(DHF),formula_error,C49H55N13O24,-8,C54H68N14O27,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)OC(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(=O)[C@@H](N)CCC(=O)O)cc3)cnc2[nH]1
MAM02104l,heptaglutamyl-folate(DHF),formula_error,C49H55N13O24,-8,C54H68N14O27,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)OC(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(=O)[C@@H](N)CCC(=O)O)cc3)cnc2[nH]1
MAM02104m,heptaglutamyl-folate(DHF),formula_error,C49H55N13O24,-8,C54H68N14O27,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)OC(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(=O)[C@@H](N)CCC(=O)O)cc3)cnc2[nH]1
MAM02104e,heptaglutamyl-folate(DHF),formula_error,C49H55N13O24,-8,C54H68N14O27,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)OC(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)[C@@H](N)CCC(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(C(=O)O)(C(=O)[C@@H](N)CCC(=O)O)C(=O)[C@@H](N)CCC(=O)O)cc3)cnc2[nH]1
MAM02118c,hexaglutamyl-folate(DHF),protonation,C44H49N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02118l,hexaglutamyl-folate(DHF),protonation,C44H49N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02118m,hexaglutamyl-folate(DHF),protonation,C44H49N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02118e,hexaglutamyl-folate(DHF),protonation,C44H49N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02119c,hexaglutamyl-folate(THF),protonation,C44H51N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02119l,hexaglutamyl-folate(THF),protonation,C44H51N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02119m,hexaglutamyl-folate(THF),protonation,C44H51N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02119e,hexaglutamyl-folate(THF),protonation,C44H51N12O21,-7,C44H54N12O21,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N(C(=O)CC[C@H](N)C(=O)O)[C@](C(=O)CC[C@H](N)C(=O)O)(C(=O)OC(=O)CC[C@H](N)C(=O)O)C(CC(=O)O)(C(=O)CC[C@H](N)C(=O)O)C(=O)CC[C@H](N)C(=O)O)cc3)cnc2[nH]1
MAM02143c,hydrobromic acid,protonation,Br,-1,HBr,0,Br
MAM02146c,hydroiodic acid,protonation,I,-1,HI,0,I
MAM02151c,hydroxymethylbilane,protonation,C40H38N4O17,-8,C40H46N4O17,0,O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
MAM02153c,hydroxy-nifedipine,formula_error,C17H18N2O7,0,C17H18N2O6,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
MAM02153e,hydroxy-nifedipine,formula_error,C17H18N2O7,0,C17H18N2O6,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
MAM02200c,K+,protonation,K,1,K,0,[K]
MAM02200g,K+,protonation,K,1,K,0,[K]
MAM02200e,K+,protonation,K,1,K,0,[K]
MAM02357c,lepidimoide,formula_error,X,0,C12H17NaO10,0,C[C@@H]1O[C@H](O)[C@H](O[C@H]2OC(C(=O)[O-])=C[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.[Na+]
MAM02357e,lepidimoide,formula_error,X,0,C12H17NaO10,0,C[C@@H]1O[C@H](O)[C@H](O[C@H]2OC(C(=O)[O-])=C[C@H](O)[C@H]2O)[C@H](O)[C@H]1O.[Na+]
MAM02407c,L-metanephrine,formula_error,C10H16NO3,1,C17H21N3O4,0,NC(=O)CC[C@H](NC(=O)CCCc1c[nH]c2ccccc12)C(=O)O
MAM02407e,L-metanephrine,formula_error,C10H16NO3,1,C17H21N3O4,0,NC(=O)CC[C@H](NC(=O)CCCc1c[nH]c2ccccc12)C(=O)O
MAM02441c,malonic-dialdehyde,protonation,C3H3O2,-1,C3H4O2,0,O=CCC=O
MAM02474c,methylarsonate,protonation,CH4AsO3,-1,CH5AsO3,0,C[As](=O)(O)O
MAM02489c,monodehydroascorbate,protonation,C6H6O6,-1,C6H7O6,0,[O]C1=C(O)C(=O)O[C@@H]1[C@@H](O)CO
MAM02492c,myo-inositol-hexakisphosphate,protonation,C6H6O24P6,-12,C6H18O24P6,0,O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
MAM02492n,myo-inositol-hexakisphosphate,protonation,C6H6O24P6,-12,C6H18O24P6,0,O=P(O)(O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1OP(=O)(O)O
MAM02496c,N(omega)-(ADP-D-ribosyl)-L-arginine,protonation,C21H34N9O15P2,-1,C21H35N9O15P2,0,N=C(NCCC[C@H](N)C(=O)O)N[C@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
MAM02498c,"N,N-chitobiosyldiphosphodolichol",formula_error,C116H190N2O17P2,-2,C41H72N2O17P2,0,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
MAM02522c,N-acetyl-D-glucosaminyldiphosphodolichol,formula_error,C108H177NO12P2,-2,C33H59NO12P2,0,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O
MAM02545c,N-acetyl-O-acetylneuraminate,protonation,C13H19NO10,-2,C13H21NO10,0,CC(=O)OC[C@@H](O)C(O)[C@@H]1O[C@](O)(C(=O)O)C[C@H](O)[C@H]1N=C(C)O
MAM02567c,neuromedin B(4-10),protonation,C40H54N11O8S,1,C40H53N11O8S,0,CSCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(N)=O
MAM02568c,neuromedin B,protonation,C52H74N15O12S,1,C52H73N15O12S,0,CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)CN)[C@@H](C)O)C(N)=O
MAM02571c,neurotensin 1-10,protonation,C57H91N18O16,1,C57H90N18O16,0,CC(C)C[C@@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)O
MAM02619c,noradrenochrome-O-semiquinone,protonation,C8H7NO3,-1,C8H9NO3,0,Oc1cc2c(cc1O)C(O)CN2
MAM02636c,ocosatetraenoylcarnitine,protonation,C29H49NO4,0,C29H47NO4,0,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
MAM02636m,ocosatetraenoylcarnitine,protonation,C29H49NO4,0,C29H47NO4,0,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
MAM02636r,ocosatetraenoylcarnitine,protonation,C29H49NO4,0,C29H47NO4,0,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
MAM02641c,octanoate radical,protonation,C8H15O2,0,C8H15O2-,-1,CCCCCCCC(=O)[O-]
MAM02667c,oxo-xanthurenate,protonation,C10H5NO4,-2,C10H6NO4-,-1,O=C([O-])c1cc(O)c2cccc(O)c2n1
MAM02668c,oxytocin 1-8,formula_error,C41H61N10O12S2,-1,C40H60N10O12S2,0,CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(N)SSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)O)NC(=O)C(CC(=N)O)NC(=O)[C@H](CCC(=N)O)NC1=O
MAM02669c,oxytocin,protonation,C43H67N12O12S2,1,C43H66N12O12S2,0,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
MAM02673c,paclitaxel,protonation,C47H31NO14,0,C47H51NO14,0,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MAM02673e,paclitaxel,protonation,C47H31NO14,0,C47H51NO14,0,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MAM02682c,PAPS,protonation,C10H11N5O13P2S,-4,C10H15N5O13P2S,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
MAM02682g,PAPS,protonation,C10H11N5O13P2S,-4,C10H15N5O13P2S,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
MAM02682l,PAPS,protonation,C10H11N5O13P2S,-4,C10H15N5O13P2S,0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O
MAM02691c,pentaglutamyl-folate(DHF),protonation,C39H43N11O18,-6,C39H47N11O18,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)cnc2[nH]1
MAM02691l,pentaglutamyl-folate(DHF),protonation,C39H43N11O18,-6,C39H47N11O18,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)cnc2[nH]1
MAM02691m,pentaglutamyl-folate(DHF),protonation,C39H43N11O18,-6,C39H47N11O18,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)cnc2[nH]1
MAM02691e,pentaglutamyl-folate(DHF),protonation,C39H43N11O18,-6,C39H47N11O18,0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)cnc2[nH]1
