gene,symbol,hop,any_verdict,any_count,viability_verdict,viability_count,hart_verdict,DLD1_before_tasks,DLD1_after_tasks,DLD1_before_growth,DLD1_after_growth,GBM_before_tasks,GBM_after_tasks,GBM_before_growth,GBM_after_growth,HCT116_before_tasks,HCT116_after_tasks,HCT116_before_growth,HCT116_after_growth,HELA_before_tasks,HELA_after_tasks,HELA_before_growth,HELA_after_growth,RPE1_before_tasks,RPE1_after_tasks,RPE1_before_growth,RPE1_after_growth
ENSG00000083720,OXCT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000083799,CYLD,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000083807,SLC27A5,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,0.930335,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000084072,PPIE,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000084073,ZMPSTE24,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000084090,STARD7,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000084110,HAL,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,.,,,.,.,,,.,.,,,,,1.000000,1.000000
ENSG00000084207,GSTP1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000084453,SLCO1A2,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000084674,APOB,direct,stable,,stable,,n/a,,.,1.000000,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000084676,NCOA1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000084754,HADHA,direct,stable,,stable,,n/a,BS|SU,BS|SU,1.000000,0.999919,BS|SU,BS|SU,0.999990,0.999919,BS|SU,BS|SU,1.000000,0.997587,BS|SU,BS|IC|SU,0.999990,0.997603,BS|SU,BS|SU,0.999990,0.999898
ENSG00000084774,CAD,direct,stable,,stable,,n/a,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000,BS|GR,BS|GR,0.000000,0.000000
ENSG00000085231,AK6,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000085377,PREP,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000085382,HACE1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000085415,SEH1L,direct,stable,,stable,,n/a,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000,GR,GR,0.000000,0.000000
ENSG00000085563,ABCB1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,.,1.000000,,,,1.000000,1.000000,,,1.000000,1.000000,,.,1.000000,
ENSG00000085662,AKR1B1,direct,stable,,stable,,n/a,,,0.999719,1.000000,,,0.999719,1.000000,,,1.000000,0.999639,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000085871,MGST2,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000085982,USP40,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000085998,POMGNT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000086062,B4GALT1,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000086159,AQP6,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000086475,SEPHS1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000086544,ITPKC,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
ENSG00000086696,HSD17B2,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000086758,HUWE1,direct,stable,,stable,,n/a,.,.,,,.,.,,,.,.,,,.,.,,,.,.,,
ENSG00000086848,ALG9,direct,stable,,stable,,n/a,.,,,1.000000,.,,,1.000000,,,1.000000,1.000000,.,,,1.000000,.,,,1.000000
ENSG00000087008,ACOX3,direct,stable,,stable,,n/a,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000,,,1.000000,1.000000
