rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnRheaID	rxnRheaMasterID	rxnRetired
"MAR04935"	""	"ACt2r"	""	"r0882"	""	"ACt2r"	"MNXR95429"	"HMR_4935"	"RCR40062"	"2.A.1.13.1;2.A.1.13.5"	0	""	""	"HMR_4935"
"MAR04938"	""	"SUCCt4_3"	""	"r0884"	""	"HMR_4938"	"MNXR104625"	"HMR_4938"	"RCR40982"	"2.A.47.1.9;2.A.47.1.4"	0	""	""	"HMR_4938"
"MAR04939"	""	"SUCCt4_2"	""	""	""	"SUCCt4_2"	"MNXR104624"	"HMR_4939"	"RCR40983"	""	0	""	""	"HMR_4939"
"MAR04946"	""	"SO4HCOtex"	""	"r0889"	""	"SO4HCOtex"	"MNXR104463"	"HMR_4946"	"RCR40443"	""	0	""	""	"HMR_4946"
"MAR04947"	""	""	""	"r0892"	""	"r0892"	"MNXR105176"	"HMR_4947"	"RCR40444"	""	0	""	""	"HMR_4947"
"MAR04948"	""	"ACALDt"	""	"r0895"	""	"ACALDt"	"MNXR95212"	"HMR_4948"	"RCR40445"	""	0	""	""	"HMR_4948"
"MAR04949"	""	"UREAt"	""	"r0896"	""	"UREAt"	"MNXR105156"	"HMR_4949"	"RCR40446"	"1.A.28.1.3"	0	"RHEA:32802"	"RHEA:32799"	"HMR_4949"
"MAR04952"	""	""	""	"r0899"	""	"r0899"	"MNXR95682"	"HMR_4952"	"RCR40108"	""	0	""	""	"HMR_4952"
"MAR04954"	""	"CHOLtu"	""	"r0901"	""	"CHOLtu"	"MNXR96693"	"HMR_4954"	"RCR40109"	"2.A.1.1.13"	0	"RHEA:32754"	"RHEA:32751"	"HMR_4954"
"MAR04956"	""	"NKCCt"	"RT1195"	"r0902"	""	"NKCCt"	"MNXR101968"	"HMR_4956"	"RCR40984"	"2.A.30.3.1"	0	""	""	"HMR_4956"
"MAR04958"	""	"RIBt"	""	"r0905"	""	"RIBt"	"MNXR104036"	"HMR_4958"	"RCR40447"	""	0	""	""	"HMR_4958"
"MAR04969"	""	"NCAMUP"	""	"r0914"	""	"NCAMDe;NCAMUP"	"MNXR101918"	"HMR_4969"	"RCR40217"	""	0	""	""	"HMR_4969"
"MAR04973"	""	"MANt1r"	""	"r0918"	""	"MANt1r"	"MNXR101402"	"HMR_4973"	"RCR40110"	""	0	""	""	"HMR_4973"
"MAR04975"	""	"MANt4"	""	""	""	"MANt4"	"MNXR101404"	"HMR_4975"	"RCR40985"	""	0	""	""	"HMR_4975"
"MAR04976"	""	"ACACt2"	""	"r0919"	""	"ACACt2"	"MNXR95207"	"HMR_4976"	"RCR40063"	"2.A.1.13.1"	0	""	""	"HMR_4976"
"MAR04980"	""	"THYMt"	""	"r0922"	""	"THYMt"	"MNXR104853"	"HMR_4980"	"RCR40448"	"2.A.57.1.4"	0	""	""	"HMR_4980"
"MAR04982"	""	"SARCStex"	""	"r0928"	""	"SARCStex"	"MNXR104273"	"HMR_4982"	"RCR40449"	""	0	""	""	"HMR_4982"
"MAR04983"	""	"THMDt4"	""	"r0929"	""	"THMDt4"	"MNXR104819"	"HMR_4983"	"RCR40986"	"2.A.41.2.3"	0	""	""	"HMR_4983"
"MAR04985"	""	"GUAt"	""	"r0933"	""	"GUAt"	"MNXR100465"	"HMR_4985"	"RCR40450"	"2.A.57.1.4"	0	""	""	"HMR_4985"
"MAR04989"	""	"NACt"	""	"r0939"	""	"NACDe;NACUP"	"MNXR101808"	"HMR_4989"	"RCR40451"	""	0	""	""	"HMR_4989"
"MAR04990"	""	""	""	"r0940"	""	"r0940"	"MNXR105404"	"HMR_4990"	"RCR40452"	""	0	""	""	"HMR_4990"
"MAR04992"	""	""	""	"r0942"	""	"r0942"	"MNXR96886"	"HMR_4992"	"RCR40453"	"2.A.22.3.4"	0	""	""	"HMR_4992"
"MAR04993"	""	"PYDXNtr"	""	"r0943"	""	"PYDXNtr"	"MNXR103364"	"HMR_4993"	"RCR40454"	""	0	"RHEA:28473"	"RHEA:28470"	"HMR_4993"
"MAR04994"	""	""	""	"r0944"	""	"r0944;SPMTDe"	"MNXR104495"	"HMR_4994"	"RCR40455"	""	0	"RHEA:35042"	"RHEA:35039"	"HMR_4994"
"MAR04995"	""	""	""	"r0946"	""	""	"MNXR105405"	"HMR_4995"	"RCR40218"	"2.A.3.8.15"	0	""	""	"HMR_4995"
"MAR04996"	""	"GAMt1r"	""	"r0948"	""	"GAMt1r"	"MNXR100035"	"HMR_4996"	"RCR40456"	"2.A.1.1.29"	0	""	""	"HMR_4996"
"MAR04999"	""	"HISTAtu"	""	"r0952"	""	"HISTAtu"	"MNXR100641"	"HMR_4999"	"RCR40064"	"2.A.1.19.1;2.A.1.19.6;2.A.1.19.3"	0	""	""	"HMR_4999"
"MAR05000"	""	"ETOHt"	""	"r0957"	""	"ETOHt"	"MNXR97980"	"HMR_5000"	"RCR40457"	""	0	"RHEA:35270"	"RHEA:35267"	"HMR_5000"
"MAR05002"	""	"RBTt"	""	"r0958"	""	"RBTt"	"MNXR103438"	"HMR_5002"	"RCR40458"	""	0	""	""	"HMR_5002"
"MAR05003"	""	"CYTDt"	""	"r0959"	""	"CYTDt"	"MNXR97043"	"HMR_5003"	"RCR40459"	"2.A.57.1.4"	0	""	""	"HMR_5003"
"MAR05005"	""	""	""	"r0961"	""	"r0961"	"MNXR105407"	"HMR_5005"	"RCR40987"	"2.A.65"	0	""	""	"HMR_5005"
"MAR05007"	""	""	""	"r0963"	""	"r0963"	"MNXR105408"	"HMR_5007"	"RCR40460"	""	0	""	""	"HMR_5007"
"MAR05008"	""	"DURIt"	""	"r0964"	""	"DURIt"	"MNXR97819"	"HMR_5008"	"RCR40219"	"2.A.57.1.4"	0	""	""	"HMR_5008"
"MAR05009"	""	"NOt"	""	"r0965"	""	"NODe;NOt"	"MNXR101998"	"HMR_5009"	"RCR40988"	""	0	""	""	"HMR_5009"
"MAR05010"	""	"PYDAMtr"	""	"r0966"	""	"PYDAMtr"	"MNXR103358"	"HMR_5010"	"RCR40461"	""	0	"RHEA:28469"	"RHEA:28466"	"HMR_5010"
"MAR05011"	""	"MTHGXLt"	""	"r0967"	""	"MTHGXLt"	"MNXR101755"	"HMR_5011"	"RCR40462"	""	0	""	""	"HMR_5011"
"MAR05013"	""	"SPRMti"	""	"r0972"	""	"SPRMTDe"	""	"HMR_5013"	"RCR40220"	""	0	""	""	"HMR_5013"
"MAR05018"	""	"BHBt"	""	"r0978"	""	"BHBt"	"MNXR96249"	"HMR_5018"	"RCR40065"	"2.A.1.13.1"	0	""	""	"HMR_5018"
"MAR05020"	""	"D_3AIBt"	""	"r0979"	""	"D_3AIBt"	""	"HMR_5020"	"RCR40463"	""	0	""	""	"HMR_5020"
"MAR05021"	""	"ASCBt4"	""	"r0980"	""	"ASCBt4"	"MNXR96049"	"HMR_5021"	"RCR40989"	"2.A.40.6.2"	0	""	""	"HMR_5021"
"MAR05023"	""	"NH4t3r"	""	"r0981"	""	"NH4tb"	"MNXR101951"	"HMR_5023"	"RCR40990"	""	0	"RHEA:28750"	"RHEA:28747"	"HMR_5023"
"MAR05029"	""	"GLCt2"	""	"r1032"	""	"GLCGLUT2;GLCt1r"	"MNXR100238"	"HMR_5029"	"RCR40464"	"2.A.1.1.29"	0	""	""	"HMR_5029"
"MAR05032"	""	"ADNt"	""	"r1036"	""	"ADNt"	"MNXR95460"	"HMR_5032"	"RCR40054"	"2.A.57.1.1;2.A.57.1.4"	0	""	""	"HMR_5032"
"MAR05034"	""	"THYMDt1"	""	"r1038"	""	"THYMDtr2;THYMDt1"	"MNXR104821"	"HMR_5034"	"RCR40465"	"2.A.57.1.1"	0	""	""	"HMR_5034"
"MAR05035"	""	"URIt"	""	"r1039"	""	"URIt"	"MNXR105165"	"HMR_5035"	"RCR40466"	"2.A.57.1.4"	0	""	""	"HMR_5035"
"MAR05037"	""	"GSNt"	""	"r1041"	""	"GSNt"	"MNXR100433"	"HMR_5037"	"RCR40467"	"2.A.57.1.4"	0	""	""	"HMR_5037"
"MAR05038"	""	"CYTDt4"	""	"r1042"	""	"CYTDt4"	"MNXR97045"	"HMR_5038"	"RCR40991"	"2.A.41.2.3"	0	""	""	"HMR_5038"
"MAR05039"	""	""	""	"r1043"	""	"r1043"	"MNXR105433"	"HMR_5039"	"RCR40992"	"2.A.41.2.3"	0	""	""	"HMR_5039"
"MAR05040"	""	""	""	"r1044"	""	"r1044"	"MNXR105434"	"HMR_5040"	"RCR40993"	"2.A.41.2.3"	0	""	""	"HMR_5040"
"MAR05041"	""	""	""	"r1045"	""	"r1045"	"MNXR105435"	"HMR_5041"	"RCR40994"	"2.A.41.2.4"	0	""	""	"HMR_5041"
"MAR05042"	""	"INSt"	""	"r1046"	""	"INSt"	"MNXR100849"	"HMR_5042"	"RCR40468"	"2.A.57.1.4"	0	""	""	"HMR_5042"
"MAR05068"	""	"ARGt5r"	""	"r1058"	""	"ARGtD"	"MNXR95951"	"HMR_5068"	"RCR40005"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5068"
"MAR05070"	""	"HIStiDF"	""	"r1066"	""	"HISCAT1;HIStiDF"	"MNXR100649"	"HMR_5070"	"RCR40995"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5070"
"MAR05071"	""	"LYSt5r"	""	"r1069"	""	"LYStiDF"	"MNXR101269"	"HMR_5071"	"RCR40996"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5071"
"MAR05073"	""	"METtec"	""	"r1072"	""	"METtec"	"MNXR101493"	"HMR_5073"	"RCR40997"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5073"
"MAR05074"	""	"TYRt"	""	"r1079"	""	"TYRt"	"MNXR105002"	"HMR_5074"	"RCR40015"	"2.A.1.19;2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5074"
"MAR05076"	""	"GLYt2r"	""	"r2523"	""	""	"MNXR100368"	"HMR_5076"	"RCR40111"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5076"
"MAR05077"	""	"ALAt2r"	""	"r2524"	""	"ALAPAT4te"	"MNXR95704"	"HMR_5077"	"RCR40002"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5077"
"MAR05078"	""	""	""	"r2525"	""	"r2525"	"MNXR100259"	"HMR_5078"	"RCR40469"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5078"
"MAR05079"	""	""	""	"r2526"	""	"r2526"	"MNXR104354"	"HMR_5079"	"RCR40022"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5079"
"MAR05080"	""	"TRPt"	""	"r2527"	""	"TRPt"	"MNXR104949"	"HMR_5080"	"RCR40470"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5080"
"MAR05082"	""	"PHEtec"	""	"r2528"	""	"PHEtec"	"MNXR102637"	"HMR_5082"	"RCR40221"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5082"
"MAR05084"	""	"CYStec"	""	"r2529"	""	"CYStec"	"MNXR97029"	"HMR_5084"	"RCR40066"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5084"
"MAR05085"	""	"LEUtec"	""	"r2530"	""	"LEUtec"	"MNXR101057"	"HMR_5085"	"RCR40998"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5085"
"MAR05087"	""	"PROt2r"	""	"r2531"	""	"PROPAT4te"	"MNXR103211"	"HMR_5087"	"RCR40112"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5087"
"MAR05088"	""	""	""	"r2532"	""	"r2532"	"MNXR96069"	"HMR_5088"	"RCR40003"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5088"
"MAR05089"	""	"VALtec"	""	"r2533"	""	"VALtec"	"MNXR105190"	"HMR_5089"	"RCR40222"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5089"
"MAR05091"	""	""	""	"r2534"	""	"r2534"	"MNXR104852"	"HMR_5091"	"RCR40471"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5091"
"MAR05092"	""	"ILEtec"	""	"r2536"	""	"ILEtec"	"MNXR100824"	"HMR_5092"	"RCR40999"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5092"
"MAR05094"	""	""	""	"r1542"	""	"ORNtiDF"	""	"HMR_5094"	"RCR40223"	"2.A.3.3;2.A.3.8;2.A.1.44"	0	""	""	"HMR_5094"
"MAR05129"	""	"GSNt4"	""	"r1089"	""	"GSNt4"	"MNXR100435"	"HMR_5129"	"RCR41000"	"2.A.41.2.4"	0	""	""	"HMR_5129"
"MAR05198"	""	""	""	"r0802"	""	"r0802"	""	"HMR_5198"	"RCR40224"	""	0	""	""	"HMR_5198"
"MAR05200"	""	""	""	"r0804"	""	"r0804"	""	"HMR_5200"	"RCR40472"	""	0	""	""	"HMR_5200"
"MAR05202"	""	""	""	"r0806"	""	"r0806"	""	"HMR_5202"	"RCR40473"	""	0	""	""	"HMR_5202"
"MAR05206"	""	""	""	"r0808"	""	"r0808;HC00004t1e"	"MNXR105391"	"HMR_5206"	"RCR40474"	""	0	""	""	"HMR_5206"
"MAR05213"	""	""	""	"r1033"	""	"r1033"	""	"HMR_5213"	"RCR40475"	""	0	""	""	"HMR_5213"
"MAR05215"	""	""	""	"r1048"	""	"r1048"	""	"HMR_5215"	"RCR41001"	""	0	""	""	"HMR_5215"
"MAR05216"	""	""	""	"r1054"	""	"r1054"	""	"HMR_5216"	"RCR40476"	""	0	""	""	"HMR_5216"
"MAR05219"	""	""	""	"r1056"	""	"r1056"	""	"HMR_5219"	"RCR40477"	""	0	""	""	"HMR_5219"
"MAR05221"	""	""	""	"r1081"	""	"r1081"	""	"HMR_5221"	"RCR40478"	""	0	""	""	"HMR_5221"
"MAR05231"	""	""	""	""	""	"HMR_5231"	""	"HMR_5231"	"RCR40479"	""	0	""	""	"HMR_5231"
"MAR05232"	""	""	""	"r1161"	""	"HMR_5232"	""	"HMR_5232"	"RCR40480"	""	0	""	""	"HMR_5232"
"MAR05236"	""	""	""	"r1160"	""	"HMR_5236"	""	"HMR_5236"	"RCR40225"	""	0	""	""	"HMR_5236"
"MAR05237"	""	""	""	"r1053"	""	"HMR_5237"	""	"HMR_5237"	"RCR40481"	""	0	""	""	"HMR_5237"
"MAR05240"	""	""	""	""	""	"HMR_5240"	""	"HMR_5240"	"RCR40149"	""	0	""	""	"HMR_5240"
"MAR05241"	""	""	""	"r1084"	""	"HMR_5241"	""	"HMR_5241"	"RCR40150"	""	0	""	""	"HMR_5241"
"MAR05246"	""	""	""	""	""	"HMR_5246"	""	"HMR_5246"	"RCR40482"	""	0	""	""	"HMR_5246"
"MAR05295"	""	""	""	"r1110"	""	"NaKt"	""	"HMR_5295"	"RCR41002"	""	0	""	""	"HMR_5295"
"MAR05296"	""	"MEOHt2"	""	"r1111"	""	"MEOHt2"	"MNXR101464"	"HMR_5296"	"RCR40483"	""	0	"RHEA:34874"	"RHEA:34871"	"HMR_5296"
"MAR05303"	""	""	""	"r1116"	""	"r1116"	"MNXR96140"	"HMR_5303"	"RCR40226"	""	0	""	""	"HMR_5303"
"MAR05305"	""	"ALAt4"	""	"r1118"	""	"ALAt4"	"MNXR95692"	"HMR_5305"	"RCR41003"	"2.A.18.6.7"	0	""	""	"HMR_5305"
"MAR05307"	""	"ALAtN1"	""	""	""	"ALAtN1"	"MNXR95705"	"HMR_5307"	"RCR41004"	""	0	""	""	"HMR_5307"
"MAR05308"	""	"GLNt4"	""	"r1119"	""	"GLNt4"	"MNXR100261"	"HMR_5308"	"RCR41005"	"2.A.18.6.5"	0	""	""	"HMR_5308"
"MAR05310"	""	"GLNtN1"	""	""	""	"GLNtN1"	"MNXR100263"	"HMR_5310"	"RCR41006"	""	0	""	""	"HMR_5310"
"MAR05311"	""	"ASNt4"	""	"r1120"	""	"ASNt4"	"MNXR96057"	"HMR_5311"	"RCR41007"	"2.A.18.6.7"	0	""	""	"HMR_5311"
"MAR05313"	""	"ASNtN1"	""	""	""	"ASNtN1"	"MNXR96068"	"HMR_5313"	"RCR41008"	""	0	""	""	"HMR_5313"
"MAR05314"	""	"VALt4"	""	"r1121"	""	"VALt4"	"MNXR105189"	"HMR_5314"	"RCR41009"	"2.A.1.44.1"	0	""	""	"HMR_5314"
"MAR05315"	""	"LEUt4"	""	"r1122"	""	"LEUt4"	"MNXR101056"	"HMR_5315"	"RCR41010"	""	0	""	""	"HMR_5315"
"MAR05316"	""	"ILEt4"	""	"r1123"	""	"ILEt4"	"MNXR100823"	"HMR_5316"	"RCR41011"	"2.A.1.44.1"	0	""	""	"HMR_5316"
"MAR05317"	""	"TRPt4"	""	"r1124"	""	"TRPt4"	"MNXR104951"	"HMR_5317"	"RCR41012"	""	0	""	""	"HMR_5317"
"MAR05318"	""	"TYRt4"	""	"r1125"	""	"TYRt4"	"MNXR105004"	"HMR_5318"	"RCR41013"	""	0	""	""	"HMR_5318"
"MAR05319"	""	"PHEt4"	""	"r1126"	""	"PHEt4"	"MNXR102636"	"HMR_5319"	"RCR41014"	""	0	""	""	"HMR_5319"
"MAR05320"	""	"GLYt4"	""	"r1138"	""	"GLYt4"	"MNXR100351"	"HMR_5320"	"RCR41015"	"2.A.18.6.7"	0	""	""	"HMR_5320"
"MAR05322"	""	"PROt4"	""	"r1139"	""	"PROt4"	"MNXR103197"	"HMR_5322"	"RCR41016"	"2.A.18.6.5"	0	""	""	"HMR_5322"
"MAR05324"	""	"METt4"	""	"r1141"	""	"METt4"	"MNXR101492"	"HMR_5324"	"RCR41017"	"2.A.18.6.5"	0	""	""	"HMR_5324"
"MAR05326"	""	"THRt4"	""	"r1142"	""	"THRt4"	"MNXR104842"	"HMR_5326"	"RCR41018"	"2.A.18.6.7"	0	""	""	"HMR_5326"
"MAR05328"	""	"r1143"	""	"r1143"	""	"r1143"	"MNXR96086"	"HMR_5328"	"RCR41019"	"2.A.18.6.3"	0	""	""	"HMR_5328"
"MAR05330"	""	"GLUt4"	""	"r1144"	""	"r1144"	"MNXR100285"	"HMR_5330"	"RCR41020"	"2.A.18.6.3"	0	""	""	"HMR_5330"
"MAR05332"	""	"GLUVESSEC"	""	""	""	"GLUVESSEC"	"MNXR100297"	"HMR_5332"	"RCR40227"	""	0	""	""	"HMR_5332"
"MAR05333"	""	"HISt4"	""	"r1145"	""	"HISt4"	"MNXR100646"	"HMR_5333"	"RCR41021"	"2.A.18.6.5"	0	""	""	"HMR_5333"
"MAR05335"	""	"HIStN1"	""	""	""	"HIStN1"	"MNXR100648"	"HMR_5335"	"RCR41022"	""	0	""	""	"HMR_5335"
"MAR05413"	""	"PIt2r"	""	""	""	"PIt6b"	"MNXR102872"	"HMR_5413"	"RCR41023"	""	0	"RHEA:29941"	"RHEA:29939"	"HMR_5413"
"MAR05429"	""	"NaKt"	""	"r1489"	""	""	"MNXR102073"	"HMR_5429"	"RCR41024"	"3.A.3.1.1"	0	""	""	"HMR_5429"
"MAR05430"	""	"NAt3_1"	""	"r1490"	""	"NAt3_1"	"MNXR101803"	"HMR_5430"	"RCR41025"	"2.A.36.1.1"	0	""	""	"HMR_5430"
"MAR05432"	""	"HCO3_NAt"	""	"r1491"	""	"HCO3_NAt"	"MNXR100485"	"HMR_5432"	"RCR41026"	"2.A.31.2.1"	0	""	""	"HMR_5432"
"MAR05433"	""	""	""	"r1492"	""	"r1492"	"MNXR100950"	"HMR_5433"	"RCR41027"	""	0	""	""	"HMR_5433"
"MAR05435"	""	""	""	"r1499"	""	"r1499"	"MNXR105481"	"HMR_5435"	"RCR41028"	"2.A.28.1.1"	0	""	""	"HMR_5435"
"MAR05436"	""	""	""	"r1500"	""	"r1500"	"MNXR105482"	"HMR_5436"	"RCR41029"	"2.A.28.1.1"	0	""	""	"HMR_5436"
"MAR05437"	""	""	""	"r1501"	""	"r1501"	"MNXR105483"	"HMR_5437"	"RCR41030"	"2.A.28.1.1"	0	""	""	"HMR_5437"
"MAR05438"	""	""	""	"r1502"	""	"r1502"	"MNXR105484"	"HMR_5438"	"RCR41031"	"2.A.28.1.1"	0	""	""	"HMR_5438"
"MAR05439"	""	""	""	"r1503"	""	"r1503"	"MNXR105485"	"HMR_5439"	"RCR41032"	"2.A.28.1.1"	0	""	""	"HMR_5439"
"MAR05440"	""	""	""	"r1512"	""	"r1512"	"MNXR96262"	"HMR_5440"	"RCR40044"	""	0	""	""	"HMR_5440"
"MAR05441"	""	""	""	"r2535"	""	"r2535"	"MNXR100678"	"HMR_5441"	"RCR40151"	""	0	""	""	"HMR_5441"
"MAR05442"	""	""	""	"r1530"	""	"r1530"	"MNXR100447"	"HMR_5442"	"RCR40228"	"3.A.1.208.15"	0	"RHEA:29788"	"RHEA:29787"	"HMR_5442"
"MAR05443"	""	""	""	"r1531"	""	"r1531"	"MNXR105501"	"HMR_5443"	"RCR40229"	"3.A.1.208.15"	0	""	""	"HMR_5443"
"MAR05444"	""	""	""	"r1532"	""	"r1532"	"MNXR105502"	"HMR_5444"	"RCR40230"	"3.A.1.208.15"	0	""	""	"HMR_5444"
"MAR05445"	""	""	""	"r1533"	""	"r1533"	"MNXR105503"	"HMR_5445"	"RCR40484"	"3.A.1.208.15"	0	""	""	"HMR_5445"
"MAR05446"	""	""	""	"r1536"	""	"r1536"	"MNXR105504"	"HMR_5446"	"RCR40231"	"3.A.1.208.7"	0	"RHEA:16462"	"RHEA:16461"	"HMR_5446"
"MAR05447"	""	"ASPt6"	""	"r1537"	""	"ASPt6"	"MNXR96108"	"HMR_5447"	"RCR41033"	"2.A.23.2.3"	0	""	""	"HMR_5447"
"MAR05448"	""	"HCO3_2NAt"	""	"r1538"	""	"r1538"	"MNXR100573"	"HMR_5448"	"RCR41034"	"2.A.31.2.8"	0	""	""	"HMR_5448"
"MAR05450"	""	"GLCt4"	""	"r1539"	""	"GLCt4"	"MNXR100240"	"HMR_5450"	"RCR41035"	"2.A.21.3.6"	0	""	""	"HMR_5450"
"MAR05451"	""	"TAURt4_2_r"	""	""	""	"TAURt4_2_r"	""	"HMR_5451"	"RCR41036"	""	0	""	""	"HMR_5451"
"MAR05454"	""	""	""	"r1540"	""	"TAUBETAtc"	""	"HMR_5454"	"RCR41037"	"2.A.22.3.3"	0	""	""	"HMR_5454"
"MAR05455"	""	"GLYt7_211_r"	"RT1066"	"r1541"	""	"GLYt7_211_r"	""	"HMR_5455"	"RCR41038"	"2.A.22.2.2"	0	""	""	"HMR_5455"
"MAR05457"	""	"GLYt7_311_r"	""	""	""	"GLYt7_311_r"	""	"HMR_5457"	"RCR41039"	""	0	""	""	"HMR_5457"
"MAR05458"	""	"ALAGLYexR"	""	"r1543"	""	"ALAGLYexR"	"MNXR95691"	"HMR_5458"	"RCR40113"	"2.A.3.8.1"	0	""	""	"HMR_5458"
"MAR05459"	""	""	""	"r1544"	""	"r1544"	"MNXR105505"	"HMR_5459"	"RCR40485"	"2.A.3.8.1"	0	""	""	"HMR_5459"
"MAR05460"	""	"SERGLYexR"	""	"r1545"	""	"SERGLYexR"	"MNXR104342"	"HMR_5460"	"RCR40114"	"2.A.3.8.1"	0	""	""	"HMR_5460"
"MAR05461"	""	""	""	"r1546"	""	"r1546"	"MNXR105506"	"HMR_5461"	"RCR41040"	"2.A.3.8.1"	0	""	""	"HMR_5461"
"MAR05462"	""	""	""	"r1547"	""	"r1547"	"MNXR105507"	"HMR_5462"	"RCR40486"	"2.A.3.8.1"	0	""	""	"HMR_5462"
"MAR05463"	""	""	""	"r1548"	""	"r1548"	"MNXR105508"	"HMR_5463"	"RCR40232"	"2.A.3.8.1"	0	""	""	"HMR_5463"
"MAR05464"	""	""	""	"r1549"	""	"r1549"	"MNXR105509"	"HMR_5464"	"RCR40115"	"2.A.3.8.1"	0	""	""	"HMR_5464"
"MAR05465"	""	"CYSGLYex"	""	"r1550"	""	"CYSGLYexR"	"MNXR97001"	"HMR_5465"	"RCR40116"	"2.A.3.8.1"	0	""	""	"HMR_5465"
"MAR05466"	""	""	""	"r1551"	""	"r1551"	"MNXR105510"	"HMR_5466"	"RCR41041"	"2.A.3.8.1"	0	""	""	"HMR_5466"
"MAR05467"	""	""	""	"r1552"	""	"r1552"	"MNXR105511"	"HMR_5467"	"RCR40117"	"2.A.3.8.1"	0	""	""	"HMR_5467"
"MAR05468"	""	""	""	"r1553"	""	"r1553"	"MNXR105512"	"HMR_5468"	"RCR40118"	"2.A.3.8.1"	0	""	""	"HMR_5468"
"MAR05469"	""	""	""	"r1554"	""	"r1554"	"MNXR105513"	"HMR_5469"	"RCR40233"	"2.A.3.8.1"	0	""	""	"HMR_5469"
"MAR05470"	""	"THRGLYexR"	""	"r1555"	""	"THRGLYexR"	"MNXR104841"	"HMR_5470"	"RCR40487"	"2.A.3.8.1"	0	""	""	"HMR_5470"
"MAR05471"	""	""	""	"r1556"	""	"r1556"	"MNXR105514"	"HMR_5471"	"RCR40152"	"2.A.3.8.1"	0	""	""	"HMR_5471"
"MAR05472"	""	""	""	"r1557"	""	"r1557"	"MNXR105515"	"HMR_5472"	"RCR41042"	"2.A.3.8.1"	0	""	""	"HMR_5472"
"MAR05473"	""	"ALAGLNexR"	""	"r1558"	""	"ALAGLNexR"	"MNXR95689"	"HMR_5473"	"RCR40488"	"2.A.3.8.1"	0	""	""	"HMR_5473"
"MAR05474"	""	""	""	"r1559"	""	"r1559"	"MNXR105516"	"HMR_5474"	"RCR40023"	"2.A.3.8.1"	0	""	""	"HMR_5474"
"MAR05475"	""	""	""	"r1560"	""	"r1560"	"MNXR105517"	"HMR_5475"	"RCR41043"	"2.A.3.8.1"	0	""	""	"HMR_5475"
"MAR05476"	""	""	""	"r1561"	""	"r1561"	"MNXR105518"	"HMR_5476"	"RCR40489"	"2.A.3.8.1"	0	""	""	"HMR_5476"
"MAR05477"	""	""	""	"r1562"	""	"r1562"	"MNXR105519"	"HMR_5477"	"RCR40234"	"2.A.3.8.1"	0	""	""	"HMR_5477"
"MAR05478"	""	""	""	"r1563"	""	"r1563"	"MNXR105520"	"HMR_5478"	"RCR40016"	"2.A.3.8.1"	0	""	""	"HMR_5478"
"MAR05479"	""	""	""	"r1564"	""	"r1564"	"MNXR105521"	"HMR_5479"	"RCR40067"	"2.A.3.8.1"	0	""	""	"HMR_5479"
"MAR05480"	""	""	""	"r1565"	""	"r1565"	"MNXR105522"	"HMR_5480"	"RCR41044"	"2.A.3.8.1"	0	""	""	"HMR_5480"
"MAR05481"	""	""	""	"r1566"	""	"r1566"	"MNXR105523"	"HMR_5481"	"RCR40119"	"2.A.3.8.1"	0	""	""	"HMR_5481"
"MAR05482"	""	""	""	"r1567"	""	"r1567"	"MNXR105524"	"HMR_5482"	"RCR40004"	"2.A.3.8.1"	0	""	""	"HMR_5482"
"MAR05483"	""	""	""	"r1568"	""	"r1568"	"MNXR105525"	"HMR_5483"	"RCR40235"	"2.A.3.8.1"	0	""	""	"HMR_5483"
"MAR05484"	""	""	""	"r1569"	""	"r1569"	"MNXR105526"	"HMR_5484"	"RCR40490"	"2.A.3.8.1"	0	""	""	"HMR_5484"
"MAR05485"	""	""	""	"r1570"	""	"r1570"	"MNXR105527"	"HMR_5485"	"RCR40153"	"2.A.3.8.1"	0	""	""	"HMR_5485"
