rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnRheaID	rxnRheaMasterID	rxnRetired
"MAR02568"	""	""	"RE3498N"	""	""	"RE3498N"	"MNXR103931"	"HMR_2568"	"RCR12003"	""	0	""	""	"HMR_2568"
"MAR02570"	""	""	"RE3488R"	""	""	"RE3488R"	"MNXR103923"	"HMR_2570"	"RCR12004"	""	0	""	""	"HMR_2570"
"MAR02571"	""	""	""	""	""	"HMR_2571"	""	"HMR_2571"	"RCR12005"	""	0	""	""	"HMR_2571"
"MAR02572"	""	""	"RE3498R"	""	""	"RE3498R"	"MNXR103931"	"HMR_2572"	"RCR12006"	""	0	""	""	"HMR_2572"
"MAR02573"	""	""	"RE3501R"	""	""	"RE3501R"	"MNXR103934"	"HMR_2573"	"RCR12007"	""	0	""	""	"HMR_2573"
"MAR02574"	""	""	"RE3500R"	""	""	"RE3500R"	"MNXR103933"	"HMR_2574"	"RCR12008"	""	0	""	""	"HMR_2574"
"MAR02576"	""	""	"RE3488X"	""	""	"RE3488X"	"MNXR103923"	"HMR_2576"	"RCR12009"	""	0	""	""	"HMR_2576"
"MAR02577"	""	""	""	""	""	"HMR_2577"	""	"HMR_2577"	"RCR12010"	""	0	""	""	"HMR_2577"
"MAR02578"	""	""	"RE3498N"	""	""	"HMR_2578"	"MNXR103931"	"HMR_2578"	"RCR12011"	""	0	""	""	"HMR_2578"
"MAR02579"	""	""	"RE3501X"	""	""	"RE3501X"	"MNXR103934"	"HMR_2579"	"RCR12012"	""	0	""	""	"HMR_2579"
"MAR02580"	""	""	"RE3500X"	""	""	"RE3500X"	"MNXR103933"	"HMR_2580"	"RCR12013"	""	0	""	""	"HMR_2580"
"MAR02581"	""	""	"RE3497C"	""	""	"HMR_2581"	""	"HMR_2581"	"RCR12014"	""	0	""	""	"HMR_2581"
"MAR02582"	""	""	"RE3497N"	""	""	"HMR_2582"	""	"HMR_2582"	"RCR12015"	""	0	""	""	"HMR_2582"
"MAR02583"	""	""	"RE3496C"	""	""	"RE3496C"	"MNXR103930"	"HMR_2583"	"RCR12016"	""	0	""	""	"HMR_2583"
"MAR02584"	""	""	"RE3496N"	""	""	"RE3496N"	"MNXR103930"	"HMR_2584"	"RCR12017"	""	0	""	""	"HMR_2584"
"MAR02586"	""	""	"RE3503C"	""	""	"RE3503C"	"MNXR103936"	"HMR_2586"	"RCR12018"	""	0	""	""	"HMR_2586"
"MAR02587"	""	""	"RE3499C"	""	""	"RE3499C"	"MNXR103932"	"HMR_2587"	"RCR12019"	""	0	""	""	"HMR_2587"
"MAR02588"	""	""	"RE3503C"	""	""	"RE3503C"	"MNXR103936"	"HMR_2588"	"RCR12020"	""	0	""	""	"HMR_2588"
"MAR02368"	"R03814"	"HMR_2368"	"R03814C"	"r1469"	""	"HMR_2368"	"MNXR108447"	"HMR_2368"	"RCR12021"	""	0	""	""	"HMR_2368"
"MAR02371"	""	""	"RE3103C"	""	""	"RE3103C"	"MNXR103788"	"HMR_2371"	"RCR12022"	""	0	""	""	"HMR_2371"
"MAR02374"	""	""	""	""	""	"HMR_2374"	""	"HMR_2374"	"RCR12023"	""	0	""	""	"HMR_2374"
"MAR02376"	""	""	""	""	""	"HMR_2376"	""	"HMR_2376"	"RCR12024"	""	0	""	""	"HMR_2376"
"MAR02378"	""	""	"RE3104C"	""	""	"RE3104C"	"MNXR103789"	"HMR_2378"	"RCR12025"	""	0	""	""	"HMR_2378"
"MAR02380"	""	"HMR_2380"	""	"r1470"	""	"HMR_2380"	""	"HMR_2380"	"RCR12026"	""	0	""	""	"HMR_2380"
"MAR02383"	""	""	"RE3151C"	""	"R-HSA-548800"	"RE3151C"	"MNXR103807;MNXR119827"	"HMR_2383"	"RCR12027"	""	0	""	""	"HMR_2383"
"MAR02387"	""	""	"RE3152C"	""	""	"RE3152C"	"MNXR103808"	"HMR_2387"	"RCR12028"	""	0	""	""	"HMR_2387"
"MAR02389"	""	""	"RE3153C"	""	""	"RE3153C"	"MNXR103809"	"HMR_2389"	"RCR12029"	""	0	""	""	"HMR_2389"
"MAR02391"	""	""	""	""	""	"HMR_2391"	""	"HMR_2391"	"RCR12030"	""	0	"RHEA:39332"	"RHEA:39331"	"HMR_2391"
"MAR02393"	""	""	""	""	""	"HMR_2393"	""	"HMR_2393"	"RCR12031"	""	0	""	""	"HMR_2393"
"MAR02395"	""	""	""	""	""	"HMR_2395"	""	"HMR_2395"	"RCR12032"	""	0	""	""	"HMR_2395"
"MAR02397"	""	""	"RE3154C"	""	""	"RE3154C"	"MNXR103810"	"HMR_2397"	"RCR12033"	""	0	""	""	"HMR_2397"
"MAR02399"	""	""	"RE3155C"	""	""	"RE3155C"	"MNXR103811"	"HMR_2399"	"RCR12034"	""	0	""	""	"HMR_2399"
"MAR02401"	""	""	"RE3150C"	""	""	""	"MNXR103806"	"HMR_2401"	"RCR12035"	""	0	""	""	"HMR_2401"
"MAR02403"	""	""	""	""	""	"HMR_2403"	""	"HMR_2403"	"RCR12036"	""	0	""	""	"HMR_2403"
"MAR02408"	""	""	"RE3157X"	""	""	"RE3157X"	""	"HMR_2408"	"RCR12037"	""	0	""	""	"HMR_2408"
"MAR02409"	""	""	"RE3159X"	""	""	"RE3159X"	""	"HMR_2409"	"RCR12038"	""	0	""	""	"HMR_2409"
"MAR02410"	""	""	"RE3156X"	""	""	"RE3156X"	""	"HMR_2410"	"RCR12039"	""	0	""	""	"HMR_2410"
"MAR02411"	"R07953"	""	"RE3158X"	""	""	""	""	"HMR_2411"	"RCR12040"	""	0	""	""	"HMR_2411"
"MAR02412"	""	""	""	""	""	"DCSPTN1COAtx"	""	"HMR_2412"	"RCR20381"	""	0	""	""	"HMR_2412"
"MAR02415"	""	""	"RE3165C"	""	""	"RE3165C"	"MNXR103816"	"HMR_2415"	"RCR12041"	""	0	""	""	"HMR_2415"
"MAR02417"	""	""	"RE3166C"	""	""	"RE3166C"	"MNXR103817"	"HMR_2417"	"RCR12042"	""	0	""	""	"HMR_2417"
"MAR02419"	""	""	"RE3167C"	""	""	"RE3167C"	"MNXR103818"	"HMR_2419"	"RCR12043"	""	0	""	""	"HMR_2419"
"MAR02421"	""	""	"RE3168C"	""	""	"RE3168C"	"MNXR103819"	"HMR_2421"	"RCR12044"	""	0	""	""	"HMR_2421"
"MAR02423"	""	""	"RE3161C"	""	""	"RE3161C"	"MNXR103812"	"HMR_2423"	"RCR12045"	""	0	""	""	"HMR_2423"
"MAR02426"	""	""	"RE3162C"	""	""	"RE3162C"	"MNXR103813"	"HMR_2426"	"RCR12046"	""	0	""	""	"HMR_2426"
"MAR02428"	""	""	"RE3163C"	""	""	"RE3163C"	"MNXR103814"	"HMR_2428"	"RCR12047"	""	0	""	""	"HMR_2428"
"MAR02430"	""	""	"RE3164C"	""	""	"RE3164C"	"MNXR103815"	"HMR_2430"	"RCR12048"	""	0	""	""	"HMR_2430"
"MAR02433"	""	""	"RE3161C"	""	""	"HMR_2433"	"MNXR103812"	"HMR_2433"	"RCR12049"	""	0	""	""	"HMR_2433"
"MAR02434"	""	""	"RE3162C"	""	""	"HMR_2434"	"MNXR103813"	"HMR_2434"	"RCR12050"	""	0	""	""	"HMR_2434"
"MAR02435"	""	""	"RE3163C"	""	""	"HMR_2435"	"MNXR103814"	"HMR_2435"	"RCR12051"	""	0	""	""	"HMR_2435"
"MAR02436"	""	""	"RE3164C"	""	""	"HMR_2436"	"MNXR103815"	"HMR_2436"	"RCR12052"	""	0	""	""	"HMR_2436"
"MAR03444"	""	""	"RE2985M"	""	""	""	""	"HMR_3444"	"RCR12053"	""	0	""	""	"HMR_3444"
"MAR03445"	""	""	"RE2995M"	""	""	"RE2995M"	""	"HMR_3445"	"RCR14492"	""	0	""	""	"HMR_3445"
"MAR03446"	""	""	"RE2996M"	""	""	"HMR_3446"	""	"HMR_3446"	"RCR12054"	""	0	""	""	"HMR_3446"
"MAR03447"	""	""	"RE3002M"	""	""	"HMR_3447"	""	"HMR_3447"	"RCR12055"	""	0	""	""	"HMR_3447"
"MAR03448"	""	""	""	""	""	"HMR_3448"	""	"HMR_3448"	"RCR12056"	""	0	""	""	"HMR_3448"
"MAR03449"	""	""	"RE2986M"	""	""	"HMR_3449"	""	"HMR_3449"	"RCR12057"	""	0	""	""	"HMR_3449"
"MAR03450"	""	""	"RE2987M"	""	""	"HMR_3450"	""	"HMR_3450"	"RCR12058"	""	0	""	""	"HMR_3450"
"MAR03452"	""	""	"RE2997M"	""	""	"HMR_3452"	""	"HMR_3452"	"RCR12060"	""	0	""	""	"HMR_3452"
"MAR03453"	""	""	"RE2990M"	""	""	"HMR_3453"	""	"HMR_3453"	"RCR12061"	""	0	""	""	"HMR_3453"
"MAR03454"	""	""	"RE2991M"	""	""	"HMR_3454"	""	"HMR_3454"	"RCR12062"	""	0	""	""	"HMR_3454"
"MAR03455"	""	""	"RE2989M"	""	""	"HMR_3455"	""	"HMR_3455"	"RCR12063"	""	0	""	""	"HMR_3455"
"MAR03456"	""	""	"RE2994M"	""	""	"HMR_3456"	""	"HMR_3456"	"RCR12064"	""	0	""	""	"HMR_3456"
"MAR03457"	""	""	"RE2993M"	""	""	"HMR_3457"	""	"HMR_3457"	"RCR12065"	""	0	""	""	"HMR_3457"
"MAR03458"	""	""	"RE2992M"	""	""	"RE2992M"	""	"HMR_3458"	"RCR12066"	""	0	""	""	"HMR_3458"
"MAR03459"	""	""	"RE2985X"	""	""	"RE2985X"	""	"HMR_3459"	"RCR10621"	""	0	""	""	"HMR_3459"
"MAR03460"	""	""	"RE2995X"	""	""	"RE2995X"	""	"HMR_3460"	"RCR12067"	""	0	""	""	"HMR_3460"
"MAR03461"	""	""	"RE2996X"	""	""	"RE2996X"	""	"HMR_3461"	"RCR12068"	""	0	""	""	"HMR_3461"
"MAR03462"	""	""	"RE3002X"	""	""	"RE3002X"	""	"HMR_3462"	"RCR12069"	""	0	""	""	"HMR_3462"
"MAR03463"	""	""	"RE2986X"	""	""	"RE2986X"	""	"HMR_3463"	"RCR12070"	""	0	""	""	"HMR_3463"
"MAR03464"	""	""	"RE2987X"	""	""	"RE2987X"	""	"HMR_3464"	"RCR12071"	""	0	""	""	"HMR_3464"
"MAR03466"	""	""	"RE2997X"	""	""	"RE2997X"	""	"HMR_3466"	"RCR12073"	""	0	""	""	"HMR_3466"
"MAR03467"	""	""	"RE2990X"	""	""	"RE2990X"	""	"HMR_3467"	"RCR12074"	""	0	""	""	"HMR_3467"
"MAR03468"	""	""	"RE2991X"	""	""	"RE2991X"	""	"HMR_3468"	"RCR12075"	""	0	""	""	"HMR_3468"
"MAR03469"	""	""	"RE2989X"	""	""	"RE2989X"	""	"HMR_3469"	"RCR12076"	""	0	""	""	"HMR_3469"
"MAR03470"	""	""	"RE2994X"	""	""	"RE2994X"	""	"HMR_3470"	"RCR12077"	""	0	""	""	"HMR_3470"
"MAR03471"	""	""	"RE2993X"	""	""	"RE2993X"	""	"HMR_3471"	"RCR12078"	""	0	""	""	"HMR_3471"
"MAR03472"	""	""	"RE2992X"	""	""	"RE2992X"	""	"HMR_3472"	"RCR12079"	""	0	""	""	"HMR_3472"
"MAR00931"	""	""	"RE3650C"	""	""	"HMR_0931"	""	"HMR_0931"	"RCR12080"	""	0	""	""	"HMR_0931"
"MAR00932"	""	""	"RE3646C"	""	""	"HMR_0932"	""	"HMR_0932"	"RCR12081"	""	0	""	""	"HMR_0932"
"MAR00933"	""	""	"RE3648C"	""	""	"HMR_0933"	""	"HMR_0933"	"RCR12082"	""	0	""	""	"HMR_0933"
"MAR00934"	""	""	"RE3651C"	""	""	""	""	"HMR_0934"	"RCR12083"	""	0	""	""	"HMR_0934"
"MAR00935"	""	""	"RE3647C"	""	""	"HMR_0935"	""	"HMR_0935"	"RCR12084"	""	0	""	""	"HMR_0935"
"MAR00936"	""	""	"RE3649C"	""	""	"HMR_0936"	""	"HMR_0936"	"RCR12085"	""	0	""	""	"HMR_0936"
"MAR00937"	"R07054"	""	"R07054C"	""	""	"HMR_0937"	"MNXR110764"	"HMR_0937"	"RCR12086"	""	0	""	""	"HMR_0937"
"MAR00938"	""	""	"RE3654C"	""	""	"HMR_0938"	""	"HMR_0938"	"RCR12087"	""	0	""	""	"HMR_0938"
"MAR00939"	""	""	"RE3653C"	""	""	"HMR_0939"	""	"HMR_0939"	"RCR12088"	""	0	""	""	"HMR_0939"
"MAR00940"	"R07046"	""	"R07046C"	""	""	"HMR_0940"	"MNXR110756"	"HMR_0940"	"RCR12089"	""	0	""	""	"HMR_0940"
"MAR00941"	"R07041"	""	"R07041C"	""	""	""	"MNXR110751"	"HMR_0941"	"RCR12090"	""	0	""	""	"HMR_0941"
"MAR00942"	"R07052"	""	"R07052C"	""	""	"HMR_0942"	"MNXR110762"	"HMR_0942"	"RCR12091"	""	0	""	""	"HMR_0942"
"MAR00943"	""	""	"RE3286C"	""	""	"RE3286C"	"MNXR103862"	"HMR_0943"	"RCR10622"	""	0	""	""	"HMR_0943"
"MAR00944"	""	""	"RE3286R"	""	""	"RE3286R"	"MNXR103862"	"HMR_0944"	"RCR14493"	""	0	""	""	"HMR_0944"
"MAR00945"	"R07111"	""	"R07111C"	""	""	"HMR_0945"	"MNXR110819"	"HMR_0945"	"RCR12092"	""	0	""	""	"HMR_0945"
"MAR00946"	"R07051"	""	"R07051C"	""	""	"HMR_0946"	"MNXR110761"	"HMR_0946"	"RCR12093"	""	0	""	""	"HMR_0946"
"MAR00947"	""	""	"RE3288C"	""	""	"RE3288C"	"MNXR103864"	"HMR_0947"	"RCR10623"	""	0	""	""	"HMR_0947"
"MAR00948"	""	""	"RE3288R"	""	""	"RE3288R"	"MNXR103864"	"HMR_0948"	"RCR14494"	""	0	""	""	"HMR_0948"
"MAR00949"	"R07110"	""	"R07110C"	""	""	"HMR_0949"	"MNXR110818"	"HMR_0949"	"RCR12094"	""	0	""	""	"HMR_0949"
"MAR00950"	"R07050"	""	"R07050C"	""	""	"HMR_0950"	"MNXR110760"	"HMR_0950"	"RCR12095"	""	0	""	""	"HMR_0950"
"MAR00951"	""	""	"RE3287C"	""	""	"RE3287C"	"MNXR103863"	"HMR_0951"	"RCR10358"	""	0	""	""	"HMR_0951"
"MAR00953"	"R07109"	""	"R07109C"	""	""	"HMR_0953"	"MNXR110817"	"HMR_0953"	"RCR12096"	""	0	""	""	"HMR_0953"
"MAR00954"	"R07048"	""	"R07048C"	""	""	"HMR_0954"	"MNXR110758"	"HMR_0954"	"RCR12097"	""	0	""	""	"HMR_0954"
"MAR00955"	""	""	"RE3289C"	""	""	"RE3289C"	"MNXR103865"	"HMR_0955"	"RCR10359"	""	0	""	""	"HMR_0955"
"MAR00956"	""	""	"RE3289R"	""	""	"RE3289R"	"MNXR103865"	"HMR_0956"	"RCR14495"	""	0	""	""	"HMR_0956"
"MAR00957"	"R07108"	""	"R07108C"	""	""	"HMR_0957"	"MNXR110816"	"HMR_0957"	"RCR12098"	""	0	""	""	"HMR_0957"
"MAR00958"	"R01595"	""	""	""	"R-HSA-265296"	"ALOX5"	"MNXR124874"	"HMR_0958"	"RCR10360"	""	0	""	""	"HMR_0958"
"MAR00959"	"R03058"	""	""	""	"R-HSA-266051"	"ALOX52"	"MNXR107920"	"HMR_0959"	"RCR12099"	""	0	""	""	"HMR_0959"
"MAR00960"	"R07034"	""	"R07034C"	""	""	"HMR_0960"	"MNXR110745"	"HMR_0960"	"RCR10361"	""	0	""	""	"HMR_0960"
"MAR00961"	""	""	"RE3525C"	""	""	"RE3525C"	"MNXR103948"	"HMR_0961"	"RCR10362"	""	0	""	""	"HMR_0961"
"MAR00963"	"R07034"	""	"R07034M"	""	""	"HMR_0963"	"MNXR110745"	"HMR_0963"	"RCR12100"	""	0	""	""	"HMR_0963"
"MAR00964"	""	""	"RE3525M"	""	""	"RE3525M"	"MNXR103948"	"HMR_0964"	"RCR12101"	""	0	""	""	"HMR_0964"
"MAR00967"	""	""	"RE3525R"	""	""	"RE3525R"	"MNXR103948"	"HMR_0967"	"RCR12102"	""	0	""	""	"HMR_0967"
"MAR00969"	""	""	"RE3474C"	""	""	"RE3474C"	"MNXR103917"	"HMR_0969"	"RCR12103"	""	0	""	""	"HMR_0969"
"MAR00971"	""	""	"RE3475C"	""	""	"RE3475C"	"MNXR103918"	"HMR_0971"	"RCR12104"	""	0	""	""	"HMR_0971"
"MAR00973"	""	""	"RE3476C"	""	""	"RE3476C"	"MNXR103919"	"HMR_0973"	"RCR12105"	""	0	""	""	"HMR_0973"
"MAR00976"	""	""	"RE3526C"	""	""	""	"MNXR103949"	"HMR_0976"	"RCR12106"	""	0	""	""	"HMR_0976"
"MAR00979"	""	""	"RE3469C"	""	""	"HMR_0979;RE3469C"	"MNXR103915"	"HMR_0979"	"RCR10363"	""	0	""	""	"HMR_0979"
"MAR00980"	""	""	"RE3470C"	""	""	"HMR_0980"	"MNXR103916"	"HMR_0980"	"RCR12107"	""	0	""	""	"HMR_0980"
"MAR00981"	""	""	"RE3514C"	""	""	"HMR_0981"	"MNXR103940"	"HMR_0981"	"RCR12108"	""	0	""	""	"HMR_0981"
"MAR00983"	"R01593"	""	"R01593C"	""	""	"ALOX15"	"MNXR107075"	"HMR_0983"	"RCR10167"	""	0	""	""	"HMR_0983"
"MAR00985"	"R01593"	""	""	""	""	"HMR_0985"	""	"HMR_0985"	"RCR12109"	""	0	""	""	"HMR_0985"
"MAR00986"	"R01593"	""	""	""	""	"HMR_0986"	""	"HMR_0986"	"RCR12110"	""	0	""	""	"HMR_0986"
"MAR00987"	"R01593"	""	""	""	""	"HMR_0987"	""	"HMR_0987"	"RCR12111"	""	0	""	""	"HMR_0987"
"MAR00988"	"R07035"	""	"R07035C"	""	""	"HMR_0988"	"MNXR110746"	"HMR_0988"	"RCR10624"	""	0	""	""	"HMR_0988"
"MAR00989"	"R04518"	""	""	""	""	"HMR_0989"	"MNXR108942"	"HMR_0989"	"RCR12112"	""	0	""	""	"HMR_0989"
"MAR00990"	"R04517"	""	""	""	""	"HMR_0990"	"MNXR108941"	"HMR_0990"	"RCR12113"	""	0	""	""	"HMR_0990"
"MAR00991"	"R07042"	""	"R07042C"	""	""	"HMR_0991"	"MNXR110752"	"HMR_0991"	"RCR12114"	""	0	""	""	"HMR_0991"
"MAR00992"	"R07044"	""	"R07044C"	""	""	"HMR_0992"	"MNXR110754"	"HMR_0992"	"RCR12115"	""	0	""	""	"HMR_0992"
"MAR00993"	"R07043"	""	"R07043C"	""	""	"HMR_0993"	"MNXR110753"	"HMR_0993"	"RCR12116"	""	0	""	""	"HMR_0993"
"MAR00994"	"R07045"	""	"R07045C"	""	""	"HMR_0994"	"MNXR110755"	"HMR_0994"	"RCR12117"	""	0	""	""	"HMR_0994"
"MAR00995"	""	""	"RE3042C"	""	""	"HMR_0995"	""	"HMR_0995"	"RCR12118"	""	0	""	""	"HMR_0995"
"MAR00996"	""	""	"RE3042C"	""	""	"HMR_0996"	""	"HMR_0996"	"RCR12119"	""	0	""	""	"HMR_0996"
"MAR00997"	""	""	"RE3042R"	""	""	"HMR_0997"	""	"HMR_0997"	"RCR12120"	""	0	""	""	"HMR_0997"
"MAR00998"	""	""	"RE2048N"	""	""	"HMR_0998"	"MNXR103597"	"HMR_0998"	"RCR12121"	""	0	""	""	"HMR_0998"
"MAR00999"	""	""	"RE2048N"	""	""	"HMR_0999"	"MNXR103597"	"HMR_0999"	"RCR12122"	""	0	""	""	"HMR_0999"
"MAR01000"	""	""	"RE2048R"	""	""	"RE2048R"	"MNXR103597"	"HMR_1000"	"RCR12123"	""	0	""	""	"HMR_1000"
"MAR01002"	""	""	"RE1952C"	""	""	"RE1952C"	"MNXR103586"	"HMR_1002"	"RCR12124"	""	0	""	""	"HMR_1002"
"MAR01003"	""	""	"RE1952X"	""	""	"RE1952X"	"MNXR103586"	"HMR_1003"	"RCR12125"	""	0	""	""	"HMR_1003"
"MAR01004"	""	""	"RE1952R"	""	""	"RE1952R"	"MNXR103586"	"HMR_1004"	"RCR12126"	""	0	""	""	"HMR_1004"
"MAR01006"	""	""	"RE1956C"	""	""	"RE1956C"	"MNXR103588"	"HMR_1006"	"RCR12127"	""	0	""	""	"HMR_1006"
"MAR01007"	""	""	"RE1956X"	""	""	"RE1956X"	"MNXR103588"	"HMR_1007"	"RCR12128"	""	0	""	""	"HMR_1007"
"MAR01008"	""	""	"RE1956R"	""	""	"RE1956R"	"MNXR103588"	"HMR_1008"	"RCR12129"	""	0	""	""	"HMR_1008"
"MAR01010"	"R07043"	""	"RE3036C"	""	""	"RE3036C"	"MNXR103778"	"HMR_1010"	"RCR12130"	""	0	""	""	"HMR_1010"
"MAR01011"	"R07043"	""	"RE3036N"	""	""	"RE3036N"	"MNXR103778"	"HMR_1011"	"RCR12131"	""	0	""	""	"HMR_1011"
"MAR01013"	""	""	"RE3044C"	""	""	"RE3044C"	"MNXR103782"	"HMR_1013"	"RCR12132"	""	0	""	""	"HMR_1013"
"MAR01014"	""	""	"RE3044N"	""	""	"RE3044N"	"MNXR103782"	"HMR_1014"	"RCR12133"	""	0	""	""	"HMR_1014"
"MAR01015"	""	""	"RE3033C"	""	""	"RE3033C"	"MNXR103777"	"HMR_1015"	"RCR10364"	""	0	""	""	"HMR_1015"
"MAR01016"	""	""	"RE3033N"	""	""	"RE3033N"	"MNXR103777"	"HMR_1016"	"RCR12134"	""	0	""	""	"HMR_1016"
"MAR01017"	""	""	"RE3033R"	""	""	"RE3033R"	"MNXR103777"	"HMR_1017"	"RCR12135"	""	0	""	""	"HMR_1017"
"MAR01018"	""	""	"RE3033C"	""	""	"HMR_1018"	"MNXR103777"	"HMR_1018"	"RCR12136"	""	0	""	""	"HMR_1018"
"MAR01020"	"R07032"	""	"RE3038C"	""	""	"RE3038C"	"MNXR103779;MNXR110744"	"HMR_1020"	"RCR12137"	""	0	""	""	"HMR_1020"
"MAR01021"	"R07032"	""	"RE3038N"	""	""	"RE3038N"	"MNXR103779;MNXR110744"	"HMR_1021"	"RCR12138"	""	0	""	""	"HMR_1021"
"MAR01022"	"R07032"	""	"RE3038R"	""	""	"RE3038R"	"MNXR103779;MNXR110744"	"HMR_1022"	"RCR12139"	""	0	""	""	"HMR_1022"
"MAR01023"	"R07032"	""	"RE3038X"	""	""	"RE3038X"	"MNXR103779;MNXR110744"	"HMR_1023"	"RCR12140"	""	0	""	""	"HMR_1023"
"MAR01025"	"R07031"	""	"RE3040C"	""	""	"RE3040C"	"MNXR103780;MNXR110743"	"HMR_1025"	"RCR12141"	""	0	""	""	"HMR_1025"
"MAR01026"	"R07031"	""	"RE3040N"	""	""	"HMR_1026"	"MNXR110743"	"HMR_1026"	"RCR12142"	""	0	""	""	"HMR_1026"
"MAR01027"	"R07031"	""	"RE3040R"	""	""	"RE3040R"	"MNXR103780;MNXR110743"	"HMR_1027"	"RCR12143"	""	0	""	""	"HMR_1027"
"MAR01028"	"R07031"	""	"RE3040X"	""	""	"RE3040X"	"MNXR103780;MNXR110743"	"HMR_1028"	"RCR12144"	""	0	""	""	"HMR_1028"
"MAR01029"	"R01596"	""	"R01596C"	""	""	"ALOX12"	"MNXR107078"	"HMR_1029"	"RCR10365"	""	0	""	""	"HMR_1029"
"MAR01030"	"R01596"	""	"R01596C"	""	""	"HMR_1030"	"MNXR107078"	"HMR_1030"	"RCR30270"	""	0	""	""	"HMR_1030"
"MAR01033"	"R01596"	""	"R01596C"	""	""	"HMR_1033"	"MNXR107078"	"HMR_1033"	"RCR12145"	""	0	""	""	"HMR_1033"
"MAR01034"	"R01596"	""	"R01596C"	""	""	"HMR_1034"	"MNXR107078"	"HMR_1034"	"RCR12146"	""	0	""	""	"HMR_1034"
"MAR01037"	""	""	"RE2257C"	""	""	"HMR_1037"	""	"HMR_1037"	"RCR10366"	""	0	""	""	"HMR_1037"
"MAR01039"	""	""	""	""	""	"HMR_1039"	""	"HMR_1039"	"RCR12147"	""	0	""	""	"HMR_1039"
"MAR01040"	""	""	""	""	""	"HMR_1040"	""	"HMR_1040"	"RCR12148"	""	0	""	""	"HMR_1040"
"MAR01041"	"R07040"	""	""	""	""	"HMR_1041"	"MNXR110750"	"HMR_1041"	"RCR12149"	""	0	""	""	"HMR_1041"
"MAR01042"	"R07037"	""	""	""	""	"HMR_1042"	"MNXR110747"	"HMR_1042"	"RCR12150"	""	0	""	""	"HMR_1042"
"MAR01043"	"R07039"	""	"RE3520C"	""	""	"RE3520C"	"MNXR103944;MNXR110749"	"HMR_1043"	"RCR10625"	""	0	""	""	"HMR_1043"
"MAR01045"	"R07039"	""	"RE3520E"	""	""	"RE3520E"	"MNXR103944"	"HMR_1045"	"RCR30271"	""	0	""	""	"HMR_1045"
"MAR01048"	"R07039"	""	"RE3520C"	""	""	"HMR_1048"	"MNXR103944"	"HMR_1048"	"RCR12151"	""	0	""	""	"HMR_1048"
"MAR01049"	"R07039"	""	"RE3520C"	""	""	"HMR_1049"	"MNXR103944"	"HMR_1049"	"RCR14496"	""	0	""	""	"HMR_1049"
"MAR01050"	""	""	"RE3521C"	""	""	"RE3521C"	"MNXR103945"	"HMR_1050"	"RCR12152"	""	0	""	""	"HMR_1050"
"MAR01053"	""	""	"RE3521R"	""	""	"RE3521R"	"MNXR103945"	"HMR_1053"	"RCR14497"	""	0	""	""	"HMR_1053"
"MAR01054"	""	""	"RE3521X"	""	""	"RE3521X"	"MNXR103945"	"HMR_1054"	"RCR14498"	""	0	""	""	"HMR_1054"
"MAR01055"	""	""	"RE3519C"	""	""	"RE3519C"	"MNXR103943"	"HMR_1055"	"RCR12153"	""	0	""	""	"HMR_1055"
"MAR01057"	""	""	"RE3519R"	""	""	"RE3519R"	"MNXR103943"	"HMR_1057"	"RCR14499"	""	0	""	""	"HMR_1057"
"MAR01058"	""	""	"RE3519X"	""	""	"RE3519X"	"MNXR103943"	"HMR_1058"	"RCR12154"	""	0	""	""	"HMR_1058"
"MAR01059"	""	""	"RE3518C"	""	""	"RE3518C"	"MNXR103942"	"HMR_1059"	"RCR12155"	""	0	""	""	"HMR_1059"
"MAR01061"	""	""	"RE3518R"	""	""	"RE3518R"	"MNXR103942"	"HMR_1061"	"RCR14500"	""	0	""	""	"HMR_1061"
"MAR01062"	"R07053"	""	""	""	""	"HMR_1062"	"MNXR110763"	"HMR_1062"	"RCR12156"	""	0	""	""	"HMR_1062"
"MAR01063"	""	""	""	""	""	"HMR_1063"	""	"HMR_1063"	"RCR12157"	""	0	""	""	"HMR_1063"
"MAR01064"	"R07047"	""	""	""	""	"HMR_1064"	"MNXR110757"	"HMR_1064"	"RCR12158"	""	0	""	""	"HMR_1064"
"MAR01065"	""	""	"RE3424C"	""	""	"HMR_1065"	""	"HMR_1065"	"RCR12159"	""	0	""	""	"HMR_1065"
"MAR01066"	""	""	"RE3425C"	""	""	"HMR_1066"	""	"HMR_1066"	"RCR12160"	""	0	""	""	"HMR_1066"
"MAR01067"	""	""	"RE3426C"	""	""	"HMR_1067"	""	"HMR_1067"	"RCR12161"	""	0	""	""	"HMR_1067"
"MAR01068"	""	""	"RE3427C"	""	""	"HMR_1068"	""	"HMR_1068"	"RCR12162"	""	0	""	""	"HMR_1068"
"MAR01069"	""	""	"RE3428C"	""	""	"HMR_1069"	""	"HMR_1069"	"RCR12163"	""	0	""	""	"HMR_1069"
"MAR01070"	""	""	"RE3429C"	""	""	"HMR_1070"	""	"HMR_1070"	"RCR12164"	""	0	""	""	"HMR_1070"
"MAR01071"	""	""	"RE3522C"	""	""	"RE3522C"	"MNXR103946"	"HMR_1071"	"RCR12165"	""	0	""	""	"HMR_1071"
